Month of Month of Booking Date,Park,Park_Tourism_Region,Tr_Name,Year of Month of Booking Date,Visitors,month_year
April,Total,Townsville,Brisbane,2022,101,Apr-22
April,Total,Sunshine Coast,Brisbane,2022,14441,Apr-22
April,Total,Outback,Brisbane,2022,374,Apr-22
April,Total,Mackay,Brisbane,2022,200,Apr-22
April,Total,"Launceston, Tamar and the North",Brisbane,2022,1330,Apr-22
April,Total,Gold Coast,Brisbane,2022,750,Apr-22
April,Total,Fraser Coast,Brisbane,2022,10990,Apr-22
April,Total,Darling Downs,Brisbane,2022,4005,Apr-22
April,Total,Central Queensland,Brisbane,2022,2092,Apr-22
April,Total,Bundaberg,Brisbane,2022,122,Apr-22
April,Total,Brisbane,Brisbane,2022,5996,Apr-22
April,Total,Tropical North Queensland,Blue Mountains,2022,37,Apr-22
April,Total,Sunshine Coast,Blue Mountains,2022,13,Apr-22
April,Total,Outback,Blue Mountains,2022,4,Apr-22
April,Total,Gold Coast,Blue Mountains,2022,5,Apr-22
April,Total,Fraser Coast,Blue Mountains,2022,103,Apr-22
April,Total,Central Queensland,Blue Mountains,2022,1,Apr-22
April,Total,Tropical North Queensland,Bendigo Loddon,2022,19,Apr-22
April,Total,Sunshine Coast,Bendigo Loddon,2022,46,Apr-22
April,Total,Outback,Bendigo Loddon,2022,1,Apr-22
April,Total,Fraser Coast,Bendigo Loddon,2022,32,Apr-22
April,Total,Central Queensland,Bendigo Loddon,2022,4,Apr-22
April,Total,Brisbane,Bendigo Loddon,2022,20,Apr-22
April,Total,Sunshine Coast,Barossa,2022,1,Apr-22
April,Total,Fraser Coast,Barossa,2022,91,Apr-22
April,Total,Central Queensland,Barossa,2022,2,Apr-22
April,Total,Tropical North Queensland,Barkly,2022,2,Apr-22
April,Total,Sunshine Coast,Ballarat,2022,4,Apr-22
April,Total,Fraser Coast,Ballarat,2022,64,Apr-22
April,Total,Tropical North Queensland,Australia's South West,2022,16,Apr-22
April,Total,Mackay,Australia's South West,2022,4,Apr-22
April,Total,Central Queensland,Australia's South West,2022,2,Apr-22
April,Total,Brisbane,Australia's South West,2022,2,Apr-22
April,Total,Tropical North Queensland,Australia's North West,2022,4,Apr-22
April,Total,Outback,Australia's North West,2022,6,Apr-22
April,Total,Mackay,Australia's Golden Outback,2022,4,Apr-22
April,Total,Fraser Coast,Australia's Golden Outback,2022,10,Apr-22
April,Total,Tropical North Queensland,Australia's Coral Coast,2022,35,Apr-22
April,Total,Fraser Coast,Australia's Coral Coast,2022,54,Apr-22
April,Total,Tropical North Queensland,Adelaide Hills,2022,35,Apr-22
April,Total,Sunshine Coast,Adelaide Hills,2022,10,Apr-22
April,Total,Outback,Adelaide Hills,2022,18,Apr-22
April,Total,"Launceston, Tamar and the North",Adelaide Hills,2022,4,Apr-22
April,Total,Fraser Coast,Adelaide Hills,2022,8,Apr-22
April,Total,Darling Downs,Adelaide Hills,2022,8,Apr-22
April,Total,Central Queensland,Adelaide Hills,2022,2,Apr-22
April,Total,Whitsundays,Adelaide,2022,30,Apr-22
April,Total,Tropical North Queensland,Adelaide,2022,117,Apr-22
April,Total,Townsville,Adelaide,2022,8,Apr-22
April,Total,Sunshine Coast,Adelaide,2022,86,Apr-22
April,Total,Outback,Adelaide,2022,27,Apr-22
April,Total,Mackay,Adelaide,2022,9,Apr-22
April,Total,Gold Coast,Adelaide,2022,6,Apr-22
April,Total,Fraser Coast,Adelaide,2022,169,Apr-22
April,Total,Central Queensland,Adelaide,2022,18,Apr-22
April,Total,Brisbane,Adelaide,2022,1,Apr-22
May,Total,Whitsundays,Yarra Valley and Dandenong Ranges,2022,30,May-22
May,Total,Tropical North Queensland,Yarra Valley and Dandenong Ranges,2022,194,May-22
May,Total,Townsville,Yarra Valley and Dandenong Ranges,2022,59,May-22
May,Total,Sunshine Coast,Yarra Valley and Dandenong Ranges,2022,112,May-22
May,Total,Outback,Yarra Valley and Dandenong Ranges,2022,27,May-22
May,Total,Mackay,Yarra Valley and Dandenong Ranges,2022,3,May-22
May,Total,Gold Coast,Yarra Valley and Dandenong Ranges,2022,13,May-22
May,Total,Fraser Coast,Yarra Valley and Dandenong Ranges,2022,657,May-22
May,Total,Darling Downs,Yarra Valley and Dandenong Ranges,2022,12,May-22
May,Total,Central Queensland,Yarra Valley and Dandenong Ranges,2022,19,May-22
May,Total,Brisbane,Yarra Valley and Dandenong Ranges,2022,24,May-22
May,Total,Tropical North Queensland,Wimmera,2022,6,May-22
May,Total,Tropical North Queensland,Whitsundays,2022,19,May-22
May,Total,Townsville,Whitsundays,2022,6,May-22
May,Total,Sunshine Coast,Whitsundays,2022,58,May-22
May,Total,Outback,Whitsundays,2022,8,May-22
May,Total,Mackay,Whitsundays,2022,6,May-22
May,Total,Fraser Coast,Whitsundays,2022,24,May-22
May,Total,Tropical North Queensland,Western Grampians,2022,15,May-22
May,Total,Outback,Western Grampians,2022,5,May-22
May,Total,Gold Coast,Western Grampians,2022,1,May-22
May,Total,Fraser Coast,Western Grampians,2022,11,May-22
May,Total,Central Queensland,Western Grampians,2022,20,May-22
May,Total,Brisbane,Western Grampians,2022,24,May-22
May,Total,Whitsundays,Tropical North Queensland,2022,17,May-22
May,Total,Tropical North Queensland,Tropical North Queensland,2022,6366,May-22
May,Total,Townsville,Tropical North Queensland,2022,77,May-22
May,Total,Sunshine Coast,Tropical North Queensland,2022,23,May-22
May,Total,Outback,Tropical North Queensland,2022,149,May-22
May,Total,Mackay,Tropical North Queensland,2022,64,May-22
May,Total,Gold Coast,Tropical North Queensland,2022,6,May-22
May,Total,Fraser Coast,Tropical North Queensland,2022,387,May-22
May,Total,Darling Downs,Tropical North Queensland,2022,22,May-22
May,Total,Central Queensland,Tropical North Queensland,2022,194,May-22
May,Total,Brisbane,Tropical North Queensland,2022,10,May-22
May,Total,Whitsundays,Townsville,2022,47,May-22
May,Total,Tropical North Queensland,Townsville,2022,1325,May-22
May,Total,Townsville,Townsville,2022,662,May-22
May,Total,Sunshine Coast,Townsville,2022,25,May-22
May,Total,Outback,Townsville,2022,133,May-22
May,Total,Mackay,Townsville,2022,66,May-22
May,Total,"Launceston, Tamar and the North",Townsville,2022,4,May-22
May,Total,Fraser Coast,Townsville,2022,287,May-22
May,Total,Darling Downs,Townsville,2022,7,May-22
May,Total,Central Queensland,Townsville,2022,177,May-22
May,Total,Brisbane,Townsville,2022,16,May-22
May,Total,Tropical North Queensland,The Murray,2022,25,May-22
May,Total,Townsville,The Murray,2022,4,May-22
May,Total,Sunshine Coast,The Murray,2022,14,May-22
May,Total,Outback,The Murray,2022,5,May-22
May,Total,Gold Coast,The Murray,2022,5,May-22
May,Total,Fraser Coast,The Murray,2022,123,May-22
May,Total,Central Queensland,The Murray,2022,8,May-22
May,Total,Whitsundays,Sydney,2022,91,May-22
May,Total,Tropical North Queensland,Sydney,2022,422,May-22
May,Total,Townsville,Sydney,2022,89,May-22
May,Total,Sunshine Coast,Sydney,2022,242,May-22
May,Total,Outback,Sydney,2022,88,May-22
May,Total,Mackay,Sydney,2022,91,May-22
May,Total,Gold Coast,Sydney,2022,10,May-22
May,Total,Fraser Coast,Sydney,2022,1322,May-22
May,Total,Darling Downs,Sydney,2022,62,May-22
May,Total,Central Queensland,Sydney,2022,283,May-22
May,Total,Bundaberg,Sydney,2022,2,May-22
May,Total,Brisbane,Sydney,2022,87,May-22
May,Total,Whitsundays,Sunshine Coast,2022,59,May-22
May,Total,Tropical North Queensland,Sunshine Coast,2022,609,May-22
May,Total,Townsville,Sunshine Coast,2022,86,May-22
May,Total,Sunshine Coast,Sunshine Coast,2022,2855,May-22
May,Total,Outback,Sunshine Coast,2022,91,May-22
May,Total,Mackay,Sunshine Coast,2022,123,May-22
May,Total,"Launceston, Tamar and the North",Sunshine Coast,2022,153,May-22
May,Total,Gold Coast,Sunshine Coast,2022,35,May-22
May,Total,Fraser Coast,Sunshine Coast,2022,2470,May-22
May,Total,Darling Downs,Sunshine Coast,2022,295,May-22
May,Total,Central Queensland,Sunshine Coast,2022,714,May-22
May,Total,Bundaberg,Sunshine Coast,2022,10,May-22
May,Total,Brisbane,Sunshine Coast,2022,198,May-22
May,Total,Tropical North Queensland,South Coast,2022,195,May-22
May,Total,Townsville,South Coast,2022,20,May-22
May,Total,Sunshine Coast,South Coast,2022,70,May-22
May,Total,Outback,South Coast,2022,64,May-22
May,Total,Mackay,South Coast,2022,55,May-22
May,Total,Gold Coast,South Coast,2022,41,May-22
May,Total,Fraser Coast,South Coast,2022,741,May-22
May,Total,Darling Downs,South Coast,2022,6,May-22
May,Total,Central Queensland,South Coast,2022,55,May-22
May,Total,Whitsundays,Snowy Mountains,2022,4,May-22
May,Total,Tropical North Queensland,Snowy Mountains,2022,20,May-22
May,Total,Townsville,Snowy Mountains,2022,8,May-22
May,Total,Sunshine Coast,Snowy Mountains,2022,12,May-22
May,Total,Mackay,Snowy Mountains,2022,6,May-22
May,Total,Gold Coast,Snowy Mountains,2022,1,May-22
May,Total,Fraser Coast,Snowy Mountains,2022,52,May-22
May,Total,Central Queensland,Snowy Mountains,2022,54,May-22
May,Total,Sunshine Coast,Riverland,2022,4,May-22
May,Total,Outback,Riverland,2022,2,May-22
May,Total,Mackay,Riverland,2022,6,May-22
May,Total,Fraser Coast,Riverland,2022,8,May-22
May,Total,Central Queensland,Riverland,2022,2,May-22
May,Total,Tropical North Queensland,Riverina,2022,32,May-22
May,Total,Sunshine Coast,Riverina,2022,19,May-22
May,Total,Outback,Riverina,2022,8,May-22
May,Total,Fraser Coast,Riverina,2022,69,May-22
May,Total,Darling Downs,Riverina,2022,3,May-22
May,Total,Central Queensland,Riverina,2022,11,May-22
May,Total,Bundaberg,Riverina,2022,4,May-22
May,Total,Whitsundays,Queensland Country,2022,9,May-22
May,Total,Tropical North Queensland,Queensland Country,2022,381,May-22
May,Total,Townsville,Queensland Country,2022,26,May-22
May,Total,Sunshine Coast,Queensland Country,2022,1502,May-22
May,Total,Outback,Queensland Country,2022,65,May-22
May,Total,Mackay,Queensland Country,2022,25,May-22
May,Total,"Launceston, Tamar and the North",Queensland Country,2022,29,May-22
May,Total,Gold Coast,Queensland Country,2022,13,May-22
May,Total,Fraser Coast,Queensland Country,2022,1468,May-22
May,Total,Darling Downs,Queensland Country,2022,269,May-22
May,Total,Central Queensland,Queensland Country,2022,239,May-22
May,Total,Brisbane,Queensland Country,2022,186,May-22
May,Total,Whitsundays,Phillip Island,2022,4,May-22
May,Total,Tropical North Queensland,Phillip Island,2022,30,May-22
May,Total,Townsville,Phillip Island,2022,4,May-22
May,Total,Outback,Phillip Island,2022,2,May-22
May,Total,Mackay,Phillip Island,2022,8,May-22
May,Total,"Launceston, Tamar and the North",Phillip Island,2022,18,May-22
May,Total,Central Queensland,Phillip Island,2022,2,May-22
May,Total,Whitsundays,Peninsula,2022,39,May-22
May,Total,Tropical North Queensland,Peninsula,2022,61,May-22
May,Total,Townsville,Peninsula,2022,9,May-22
May,Total,Sunshine Coast,Peninsula,2022,48,May-22
May,Total,Outback,Peninsula,2022,14,May-22
May,Total,Mackay,Peninsula,2022,30,May-22
May,Total,Fraser Coast,Peninsula,2022,433,May-22
May,Total,Darling Downs,Peninsula,2022,16,May-22
May,Total,Central Queensland,Peninsula,2022,146,May-22
May,Total,Tropical North Queensland,Outback Queensland,2022,286,May-22
May,Total,Townsville,Outback Queensland,2022,9,May-22
May,Total,Sunshine Coast,Outback Queensland,2022,90,May-22
May,Total,Outback,Outback Queensland,2022,28,May-22
May,Total,Mackay,Outback Queensland,2022,34,May-22
May,Total,Fraser Coast,Outback Queensland,2022,355,May-22
May,Total,Darling Downs,Outback Queensland,2022,57,May-22
May,Total,Central Queensland,Outback Queensland,2022,977,May-22
May,Total,Bundaberg,Outback Queensland,2022,20,May-22
May,Total,Brisbane,Outback Queensland,2022,8,May-22
May,Total,Whitsundays,Outback NSW,2022,1,May-22
May,Total,Tropical North Queensland,Outback NSW,2022,55,May-22
May,Total,Townsville,Outback NSW,2022,4,May-22
May,Total,Sunshine Coast,Outback NSW,2022,49,May-22
May,Total,Mackay,Outback NSW,2022,10,May-22
May,Total,Gold Coast,Outback NSW,2022,10,May-22
May,Total,Fraser Coast,Outback NSW,2022,135,May-22
May,Total,Darling Downs,Outback NSW,2022,2,May-22
May,Total,Central Queensland,Outback NSW,2022,12,May-22
May,Total,Tropical North Queensland,North West,2022,9,May-22
May,Total,Sunshine Coast,North West,2022,4,May-22
May,Total,Gold Coast,North West,2022,1,May-22
May,Total,Fraser Coast,North West,2022,4,May-22
May,Total,Central Queensland,North West,2022,9,May-22
May,Total,Whitsundays,North Coast NSW,2022,15,May-22
May,Total,Tropical North Queensland,North Coast NSW,2022,378,May-22
May,Total,Townsville,North Coast NSW,2022,73,May-22
May,Total,Sunshine Coast,North Coast NSW,2022,702,May-22
May,Total,Outback,North Coast NSW,2022,101,May-22
May,Total,Mackay,North Coast NSW,2022,56,May-22
May,Total,"Launceston, Tamar and the North",North Coast NSW,2022,2,May-22
May,Total,Gold Coast,North Coast NSW,2022,156,May-22
May,Total,Fraser Coast,North Coast NSW,2022,1506,May-22
May,Total,Darling Downs,North Coast NSW,2022,209,May-22
May,Total,Central Queensland,North Coast NSW,2022,582,May-22
May,Total,Bundaberg,North Coast NSW,2022,2,May-22
May,Total,Brisbane,North Coast NSW,2022,136,May-22
May,Total,Tropical North Queensland,New England North West,2022,47,May-22
May,Total,Townsville,New England North West,2022,11,May-22
May,Total,Sunshine Coast,New England North West,2022,94,May-22
May,Total,Outback,New England North West,2022,26,May-22
May,Total,Mackay,New England North West,2022,13,May-22
May,Total,Gold Coast,New England North West,2022,118,May-22
May,Total,Fraser Coast,New England North West,2022,261,May-22
May,Total,Darling Downs,New England North West,2022,65,May-22
May,Total,Central Queensland,New England North West,2022,134,May-22
May,Total,Bundaberg,New England North West,2022,8,May-22
May,Total,Brisbane,New England North West,2022,16,May-22
May,Total,Tropical North Queensland,"Murray River, Lakes and Coorong",2022,4,May-22
May,Total,Sunshine Coast,"Murray River, Lakes and Coorong",2022,4,May-22
May,Total,Gold Coast,"Murray River, Lakes and Coorong",2022,3,May-22
May,Total,Fraser Coast,"Murray River, Lakes and Coorong",2022,95,May-22
May,Total,Whitsundays,Melbourne,2022,81,May-22
May,Total,Tropical North Queensland,Melbourne,2022,750,May-22
May,Total,Townsville,Melbourne,2022,84,May-22
May,Total,Sunshine Coast,Melbourne,2022,206,May-22
May,Total,Outback,Melbourne,2022,98,May-22
May,Total,Mackay,Melbourne,2022,81,May-22
May,Total,"Launceston, Tamar and the North",Melbourne,2022,4,May-22
May,Total,Gold Coast,Melbourne,2022,25,May-22
May,Total,Fraser Coast,Melbourne,2022,1111,May-22
May,Total,Darling Downs,Melbourne,2022,32,May-22
May,Total,Central Queensland,Melbourne,2022,150,May-22
May,Total,Bundaberg,Melbourne,2022,2,May-22
May,Total,Brisbane,Melbourne,2022,16,May-22
May,Total,Whitsundays,Mackay,2022,359,May-22
May,Total,Tropical North Queensland,Mackay,2022,315,May-22
May,Total,Townsville,Mackay,2022,45,May-22
May,Total,Sunshine Coast,Mackay,2022,65,May-22
May,Total,Outback,Mackay,2022,107,May-22
May,Total,Mackay,Mackay,2022,575,May-22
May,Total,"Launceston, Tamar and the North",Mackay,2022,16,May-22
May,Total,Gold Coast,Mackay,2022,4,May-22
May,Total,Fraser Coast,Mackay,2022,246,May-22
May,Total,Darling Downs,Mackay,2022,6,May-22
May,Total,Central Queensland,Mackay,2022,194,May-22
May,Total,Tropical North Queensland,Macedon,2022,118,May-22
May,Total,Townsville,Macedon,2022,17,May-22
May,Total,Sunshine Coast,Macedon,2022,25,May-22
May,Total,Fraser Coast,Macedon,2022,38,May-22
May,Total,Darling Downs,Macedon,2022,4,May-22
May,Total,Central Queensland,Macedon,2022,8,May-22
May,Total,Tropical North Queensland,Litchfield Kakadu Arnhem,2022,10,May-22
May,Total,Townsville,Litchfield Kakadu Arnhem,2022,2,May-22
May,Total,Tropical North Queensland,Limestone Coast,2022,33,May-22
May,Total,Sunshine Coast,Limestone Coast,2022,6,May-22
May,Total,Outback,Limestone Coast,2022,6,May-22
May,Total,Fraser Coast,Limestone Coast,2022,92,May-22
May,Total,Central Queensland,Limestone Coast,2022,2,May-22
May,Total,Whitsundays,Launceston and the North,2022,2,May-22
May,Total,Tropical North Queensland,Launceston and the North,2022,69,May-22
May,Total,Townsville,Launceston and the North,2022,6,May-22
May,Total,Sunshine Coast,Launceston and the North,2022,10,May-22
May,Total,Mackay,Launceston and the North,2022,6,May-22
May,Total,Gold Coast,Launceston and the North,2022,4,May-22
May,Total,Fraser Coast,Launceston and the North,2022,41,May-22
May,Total,Darling Downs,Launceston and the North,2022,1,May-22
May,Total,Whitsundays,Lasseter,2022,8,May-22
May,Total,Tropical North Queensland,Lasseter,2022,6,May-22
May,Total,Darling Downs,Lasseter,2022,1,May-22
May,Total,Tropical North Queensland,Lakes,2022,25,May-22
May,Total,Townsville,Lakes,2022,4,May-22
May,Total,Outback,Lakes,2022,8,May-22
May,Total,Fraser Coast,Lakes,2022,10,May-22
May,Total,Central Queensland,Lakes,2022,2,May-22
May,Total,Tropical North Queensland,Katherine Daly,2022,6,May-22
May,Total,Townsville,Katherine Daly,2022,2,May-22
May,Total,Outback,Katherine Daly,2022,3,May-22
May,Total,Brisbane,Katherine Daly,2022,24,May-22
May,Total,Whitsundays,Hunter,2022,8,May-22
May,Total,Tropical North Queensland,Hunter,2022,286,May-22
May,Total,Townsville,Hunter,2022,41,May-22
May,Total,Sunshine Coast,Hunter,2022,140,May-22
May,Total,Outback,Hunter,2022,52,May-22
May,Total,Mackay,Hunter,2022,43,May-22
May,Total,Gold Coast,Hunter,2022,6,May-22
May,Total,Fraser Coast,Hunter,2022,946,May-22
May,Total,Darling Downs,Hunter,2022,18,May-22
May,Total,Central Queensland,Hunter,2022,70,May-22
May,Total,Brisbane,Hunter,2022,10,May-22
May,Total,Whitsundays,Hobart and the South,2022,8,May-22
May,Total,Tropical North Queensland,Hobart and the South,2022,84,May-22
May,Total,Townsville,Hobart and the South,2022,34,May-22
May,Total,Sunshine Coast,Hobart and the South,2022,26,May-22
May,Total,Outback,Hobart and the South,2022,39,May-22
May,Total,Mackay,Hobart and the South,2022,3,May-22
May,Total,Gold Coast,Hobart and the South,2022,7,May-22
May,Total,Fraser Coast,Hobart and the South,2022,70,May-22
May,Total,Darling Downs,Hobart and the South,2022,22,May-22
May,Total,Central Queensland,Hobart and the South,2022,11,May-22
May,Total,Whitsundays,High Country,2022,33,May-22
May,Total,Tropical North Queensland,High Country,2022,104,May-22
May,Total,Townsville,High Country,2022,14,May-22
May,Total,Sunshine Coast,High Country,2022,84,May-22
May,Total,Outback,High Country,2022,8,May-22
May,Total,Mackay,High Country,2022,2,May-22
May,Total,Gold Coast,High Country,2022,4,May-22
May,Total,Fraser Coast,High Country,2022,112,May-22
May,Total,Darling Downs,High Country,2022,2,May-22
May,Total,Central Queensland,High Country,2022,17,May-22
May,Total,Whitsundays,Great Ocean Road,2022,10,May-22
May,Total,Tropical North Queensland,Great Ocean Road,2022,78,May-22
May,Total,Townsville,Great Ocean Road,2022,17,May-22
May,Total,Sunshine Coast,Great Ocean Road,2022,49,May-22
May,Total,Outback,Great Ocean Road,2022,8,May-22
May,Total,Mackay,Great Ocean Road,2022,45,May-22
May,Total,"Launceston, Tamar and the North",Great Ocean Road,2022,4,May-22
May,Total,Fraser Coast,Great Ocean Road,2022,123,May-22
May,Total,Darling Downs,Great Ocean Road,2022,4,May-22
May,Total,Central Queensland,Great Ocean Road,2022,41,May-22
May,Total,Tropical North Queensland,Goulburn,2022,71,May-22
May,Total,Townsville,Goulburn,2022,1,May-22
May,Total,Sunshine Coast,Goulburn,2022,42,May-22
May,Total,Outback,Goulburn,2022,4,May-22
May,Total,Fraser Coast,Goulburn,2022,240,May-22
