Cel Lga Name 1,Sub Region,Visit_Percent,Pct
Armidale Regional Council,Rest of Mid Coast,0.0001,0.01
Bulloo Shire,Rest of Mid Coast,0.0001,0.01
Burnie City Council,Rest of Mid Coast,0.0001,0.01
Byron Shire Council,Rest of Mid Coast,0.0001,0.01
City of Busselton,Rest of Mid Coast,0.0001,0.01
City of Fremantle,Rest of Mid Coast,0.0001,0.01
City of Kwinana,Rest of Mid Coast,0.0001,0.01
Derwent Valley Council,Rest of Mid Coast,0.0001,0.01
Dubbo Regional Council,Rest of Mid Coast,0.0001,0.01
Isaac Regional,Rest of Mid Coast,0.0001,0.01
Lismore City Council,Rest of Mid Coast,0.0001,0.01
Livingstone Shire,Rest of Mid Coast,0.0001,0.01
Lockyer Valley Regional,Rest of Mid Coast,0.0001,0.01
Loddon Shire,Rest of Mid Coast,0.0001,0.01
Moyne Shire,Rest of Mid Coast,0.0001,0.01
Northern Grampians Shire,Rest of Mid Coast,0.0001,0.01
Snowy Monaro Regional Council,Rest of Mid Coast,0.0001,0.01
Sorell Council,Rest of Mid Coast,0.0001,0.01
Southern Downs Regional,Rest of Mid Coast,0.0001,0.01
Un-Incorporated (Marrakai-Douglas Daly) Area,Rest of Mid Coast,0.0001,0.01
Wangaratta Rural City,Rest of Mid Coast,0.0001,0.01
Ballina Shire Council,Rest of Mid Coast,0.0001,0.01
Colac Otway Shire,Rest of Mid Coast,0.0001,0.01
Scenic Rim Regional,Rest of Mid Coast,0.0001,0.01
Shire of Serpentine-Jarrahdale,Rest of Mid Coast,0.0001,0.01
Town of Cambridge,Rest of Mid Coast,0.0001,0.01
West Arnhem Region,Rest of Mid Coast,0.0001,0.01
Wudinna District Council,Rest of Mid Coast,0.0001,0.01
Campaspe Shire,Rest of Mid Coast,0.0001,0.01
City of Nedlands,Rest of Mid Coast,0.0001,0.01
Clarence Valley Council,Rest of Mid Coast,0.0001,0.01
DC of Elliston,Rest of Mid Coast,0.0001,0.01
Goulburn Mulwaree Council,Rest of Mid Coast,0.0001,0.01
Griffith City Council,Rest of Mid Coast,0.0001,0.01
Hepburn Shire,Rest of Mid Coast,0.0001,0.01
Orange City Council,Rest of Mid Coast,0.0001,0.01
Shire of Esperance,Rest of Mid Coast,0.0001,0.01
Southern Grampians Shire,Rest of Mid Coast,0.0001,0.01
The DC of Peterborough,Rest of Mid Coast,0.0001,0.01
Barkly Region,Rest of Mid Coast,0.0001,0.01
Cessnock City Council,Rest of Mid Coast,0.0001,0.01
City of Belmont,Rest of Mid Coast,0.0001,0.01
Golden Plains Shire,Rest of Mid Coast,0.0001,0.01
Gympie Regional,Rest of Mid Coast,0.0001,0.01
Kingborough Council,Rest of Mid Coast,0.0001,0.01
Lithgow City Council,Rest of Mid Coast,0.0001,0.01
Swan Hill Rural City,Rest of Mid Coast,0.0001,0.01
The DC of Karoonda East Murray,Rest of Mid Coast,0.0001,0.01
The Flinders Ranges Council,Rest of Mid Coast,0.0001,0.01
Unincorporated,Rest of Mid Coast,0.0001,0.01
Wellington Shire,Rest of Mid Coast,0.0001,0.01
Western Downs Regional,Rest of Mid Coast,0.0001,0.01
Woden Valley,Rest of Mid Coast,0.0001,0.01
Baw Baw Shire,Rest of Mid Coast,0.0001,0.01
City of South Perth,Rest of Mid Coast,0.0001,0.01
Coffs Harbour City Council,Rest of Mid Coast,0.0001,0.01
Devonport City Council,Rest of Mid Coast,0.0001,0.01
Maranoa Regional,Rest of Mid Coast,0.0001,0.01
Port Macquarie-Hastings Council,Rest of Mid Coast,0.0001,0.01
Roper Gulf Region,Rest of Mid Coast,0.0001,0.01
Shoalhaven City Council,Rest of Mid Coast,0.0001,0.01
Southern Mallee DC,Rest of Mid Coast,0.0001,0.01
The DC of Kimba,Rest of Mid Coast,0.0001,0.01
Weston Creek,Rest of Mid Coast,0.0001,0.01
Whitsunday Regional,Rest of Mid Coast,0.0001,0.01
East Gippsland Shire,Rest of Mid Coast,0.0001,0.01
Hobart City Council,Rest of Mid Coast,0.0001,0.01
The DC of Coober Pedy,Rest of Mid Coast,0.0001,0.01
The DC of Tumby Bay,Rest of Mid Coast,0.0001,0.01
Wingecarribee Shire Council,Rest of Mid Coast,0.0001,0.01
Albury City Council,Rest of Mid Coast,0.0001,0.01
Bass Coast Shire,Rest of Mid Coast,0.0001,0.01
Gladstone Regional,Rest of Mid Coast,0.0001,0.01
Glenelg Shire,Rest of Mid Coast,0.0001,0.01
Macedon Ranges Shire,Rest of Mid Coast,0.0001,0.01
Wentworth Shire Council,Rest of Mid Coast,0.0001,0.01
Surf Coast Shire,Rest of Mid Coast,0.0001,0.01
The Council of the Municipality of Hunters Hill,Rest of Mid Coast,0.0001,0.01
The DC of Streaky Bay,Rest of Mid Coast,0.0001,0.01
Wodonga City,Rest of Mid Coast,0.0001,0.01
Burwood Council,Rest of Mid Coast,0.0002,0.02
City of Perth,Rest of Mid Coast,0.0002,0.02
City of Vincent,Rest of Mid Coast,0.0002,0.02
Clarence City Council,Rest of Mid Coast,0.0002,0.02
Tamworth Regional Council,Rest of Mid Coast,0.0002,0.02
City of Kalamunda,Rest of Mid Coast,0.0002,0.02
City of Mandurah,Rest of Mid Coast,0.0002,0.02
Douglas Shire,Rest of Mid Coast,0.0002,0.02
Mid-Coast Council,Rest of Mid Coast,0.0002,0.02
Rockhampton Regional,Rest of Mid Coast,0.0002,0.02
Town of Victoria Park,Rest of Mid Coast,0.0002,0.02
Tweed Shire Council,Rest of Mid Coast,0.0002,0.02
Bathurst Regional Council,Rest of Mid Coast,0.0002,0.02
Bundaberg Regional,Rest of Mid Coast,0.0002,0.02
City of Cockburn,Rest of Mid Coast,0.0002,0.02
Latrobe City,Rest of Mid Coast,0.0002,0.02
The DC of Cleve,Rest of Mid Coast,0.0002,0.02
Wagga Wagga City Council,Rest of Mid Coast,0.0002,0.02
City of Bayswater,Rest of Mid Coast,0.0002,0.02
Queanbeyan-Palerang Regional Council,Rest of Mid Coast,0.0002,0.02
Tuggeranong,Rest of Mid Coast,0.0002,0.02
Glenorchy City Council,Rest of Mid Coast,0.0002,0.02
Horsham Rural City,Rest of Mid Coast,0.0002,0.02
Katherine Municipality,Rest of Mid Coast,0.0002,0.02
Kingston DC,Rest of Mid Coast,0.0002,0.02
Lane Cove Municipal Council,Rest of Mid Coast,0.0002,0.02
Launceston City Council,Rest of Mid Coast,0.0002,0.02
Mackay Regional,Rest of Mid Coast,0.0002,0.02
Fraser Coast Regional,Rest of Mid Coast,0.0002,0.02
Mitchell Shire,Rest of Mid Coast,0.0002,0.02
Moorabool Shire,Rest of Mid Coast,0.0002,0.02
Port Stephens Council,Rest of Mid Coast,0.0002,0.02
Maitland City Council,Rest of Mid Coast,0.0002,0.02
Noosa Shire,Rest of Mid Coast,0.0002,0.02
Shire of Mundaring,Rest of Mid Coast,0.0002,0.02
Warrnambool City,Rest of Mid Coast,0.0002,0.02
Strathfield Municipal Council,Rest of Mid Coast,0.0002,0.02
Woollahra Municipal Council,Rest of Mid Coast,0.0002,0.02
City of Armadale,Rest of Mid Coast,0.0002,0.02
City of Canning,Rest of Mid Coast,0.0002,0.02
City of Melville,Rest of Mid Coast,0.0002,0.02
DC of Robe,Rest of Mid Coast,0.0002,0.02
Shellharbour City Council,Rest of Mid Coast,0.0002,0.02
The DC of Ceduna,Rest of Mid Coast,0.0002,0.02
Greater Shepparton City,Rest of Mid Coast,0.0003,0.03
Townsville City,Rest of Mid Coast,0.0003,0.03
Blue Mountains City Council,Rest of Mid Coast,0.0003,0.03
City of Joondalup,Rest of Mid Coast,0.0003,0.03
Gungahlin,Rest of Mid Coast,0.0003,0.03
Mosman Municipal Council,Rest of Mid Coast,0.0003,0.03
The DC of Mount Remarkable,Rest of Mid Coast,0.0003,0.03
City of Rockingham,Rest of Mid Coast,0.0003,0.03
Toowoomba Regional,Rest of Mid Coast,0.0003,0.03
Wollondilly Shire Council,Rest of Mid Coast,0.0003,0.03
City of Gosnells,Rest of Mid Coast,0.0003,0.03
Hawkesbury City Council,Rest of Mid Coast,0.0003,0.03
Nillumbik Shire,Rest of Mid Coast,0.0003,0.03
Belconnen,Rest of Mid Coast,0.0003,0.03
The DC of Lower Eyre Peninsula,Rest of Mid Coast,0.0003,0.03
Canberra Central,Rest of Mid Coast,0.0004,0.04
Maroondah City,Rest of Mid Coast,0.0004,0.04
The Regional Council of Goyder,Rest of Mid Coast,0.0004,0.04
Maribyrnong City,Rest of Mid Coast,0.0004,0.04
City of Swan,Rest of Mid Coast,0.0004,0.04
Hobsons Bay City,Rest of Mid Coast,0.0004,0.04
Northern Areas Council,Rest of Mid Coast,0.0004,0.04
Greater Bendigo City,Rest of Mid Coast,0.0004,0.04
Waverley Council,Rest of Mid Coast,0.0004,0.04
Barunga West Council,Rest of Mid Coast,0.0004,0.04
Greater Dandenong City,Rest of Mid Coast,0.0004,0.04
Port Phillip City,Rest of Mid Coast,0.0005,0.05
Cardinia Shire,Rest of Mid Coast,0.0005,0.05
Banyule City,Rest of Mid Coast,0.0005,0.05
North Sydney Council,Rest of Mid Coast,0.0005,0.05
Camden Council,Rest of Mid Coast,0.0005,0.05
City of Stirling,Rest of Mid Coast,0.0005,0.05
Randwick City Council,Rest of Mid Coast,0.0005,0.05
Yarra Ranges Shire,Rest of Mid Coast,0.0005,0.05
City of Canada Bay Council,Rest of Mid Coast,0.0006,0.06
Willoughby City Council,Rest of Mid Coast,0.0006,0.06
City of Wanneroo,Rest of Mid Coast,0.0006,0.06
Manningham City,Rest of Mid Coast,0.0006,0.06
Yarra City,Rest of Mid Coast,0.0006,0.06
The DC of Grant,Rest of Mid Coast,0.0006,0.06
Mornington Peninsula Shire,Rest of Mid Coast,0.0006,0.06
Newcastle City Council,Rest of Mid Coast,0.0006,0.06
Stonnington City,Rest of Mid Coast,0.0006,0.06
Bayside City,Rest of Mid Coast,0.0006,0.06
Naracoorte Lucindale Council,Rest of Mid Coast,0.0006,0.06
The Council of the Shire of Hornsby,Rest of Mid Coast,0.0006,0.06
Whitehorse City,Rest of Mid Coast,0.0006,0.06
Ryde City Council,Rest of Mid Coast,0.0006,0.06
Darebin City,Rest of Mid Coast,0.0007,0.07
Ku-ring-gai Council,Rest of Mid Coast,0.0007,0.07
Moonee Valley City,Rest of Mid Coast,0.0007,0.07
Campbelltown City Council,Rest of Mid Coast,0.0007,0.07
Ipswich City,Rest of Mid Coast,0.0007,0.07
Frankston City,Rest of Mid Coast,0.0007,0.07
Ballarat City,Rest of Mid Coast,0.0007,0.07
Cairns Regional,Rest of Mid Coast,0.0007,0.07
Redland City,Rest of Mid Coast,0.0007,0.07
Broken Hill City Council,Rest of Mid Coast,0.0007,0.07
Georges River Council,Rest of Mid Coast,0.0007,0.07
Lake Macquarie City Council,Rest of Mid Coast,0.0008,0.08
Moreland City,Rest of Mid Coast,0.0008,0.08
Inner West Council,Rest of Mid Coast,0.0008,0.08
Kingston City,Rest of Mid Coast,0.0008,0.08
Knox City,Rest of Mid Coast,0.0008,0.08
Monash City,Rest of Mid Coast,0.0008,0.08
Municipal Council of Roxby Downs,Rest of Mid Coast,0.0008,0.08
Tatiara DC,Rest of Mid Coast,0.0008,0.08
Glen Eira City,Rest of Mid Coast,0.0008,0.08
Litchfield Municipality,Rest of Mid Coast,0.0009,0.09
Mildura Rural City,Rest of Mid Coast,0.0009,0.09
Wollongong City Council,Rest of Mid Coast,0.0009,0.09
Boroondara City,Rest of Mid Coast,0.0009,0.09
Greater Geelong City,Rest of Mid Coast,0.0009,0.09
City of Port Lincoln,Rest of Mid Coast,0.0009,0.09
Hume City,Rest of Mid Coast,0.0009,0.09
Liverpool City Council,Rest of Mid Coast,0.0009,0.09
Sutherland Shire Council,Rest of Mid Coast,0.0009,0.09
Central Coast Council,Rest of Mid Coast,0.001,0.1
Bayside Council,Rest of Mid Coast,0.001,0.1
Penrith City Council,Rest of Mid Coast,0.001,0.1
Whittlesea City,Rest of Mid Coast,0.001,0.1
Brimbank City,Rest of Mid Coast,0.0011,0.11
Pastoral Unincorporated Area,Rest of Mid Coast,0.0011,0.11
Melton City,Rest of Mid Coast,0.0011,0.11
Renmark Paringa Council,Rest of Mid Coast,0.0011,0.11
Wattle Range Council,Rest of Mid Coast,0.0011,0.11
Cumberland Council,Rest of Mid Coast,0.0011,0.11
Fairfield City Council,Rest of Mid Coast,0.0011,0.11
Wakefield Regional Council,Rest of Mid Coast,0.0012,0.12
The Hills Shire Council,Rest of Mid Coast,0.0012,0.12
Coorong District Council,Rest of Mid Coast,0.0012,0.12
Melbourne City,Rest of Mid Coast,0.0012,0.12
Alice Springs Municipality,Rest of Mid Coast,0.0012,0.12
Sunshine Coast Regional,Rest of Mid Coast,0.0012,0.12
City of Parramatta Council,Rest of Mid Coast,0.0012,0.12
Council of the City of Sydney,Rest of Mid Coast,0.0013,0.13
Casey City,Rest of Mid Coast,0.0013,0.13
Clare and Gilbert Valleys Council,Rest of Mid Coast,0.0013,0.13
Logan City,Rest of Mid Coast,0.0013,0.13
The Berri Barmera Council,Rest of Mid Coast,0.0013,0.13
Wyndham City,Rest of Mid Coast,0.0015,0.15
Port Augusta City Council,Rest of Mid Coast,0.0015,0.15
The DC of Loxton Waikerie,Rest of Mid Coast,0.0017,0.17
Canterbury-Bankstown Council,Rest of Mid Coast,0.0017,0.17
Northern Beaches Council,Rest of Mid Coast,0.0017,0.17
Yorke Peninsula Council,Rest of Mid Coast,0.0019,0.19
Palmerston Municipality,Rest of Mid Coast,0.0019,0.19
Kangaroo Island Council,Rest of Mid Coast,0.002,0.2
Moreton Bay Regional,Rest of Mid Coast,0.0021,0.21
Blacktown City Council,Rest of Mid Coast,0.0021,0.21
The Corporation of the City of Whyalla,Rest of Mid Coast,0.0023,0.23
Mid Murray Council,Rest of Mid Coast,0.0024,0.24
Port Pirie Regional Council,Rest of Mid Coast,0.0024,0.24
Copper Coast Council,Rest of Mid Coast,0.0025,0.25
Gold Coast City,Rest of Mid Coast,0.0029,0.29
City of Mount Gambier,Rest of Mid Coast,0.0033,0.33
Adelaide Plains Council,Rest of Mid Coast,0.0037,0.37
Darwin Municipality,Rest of Mid Coast,0.0042,0.42
Light Regional Council,Rest of Mid Coast,0.0044,0.44
The Corporation of the Town of Walkerville,Rest of Mid Coast,0.0045,0.45
Brisbane City,Rest of Mid Coast,0.005,0.5
The Rural City of Murray Bridge,Rest of Mid Coast,0.0054,0.54
The Barossa Council,Rest of Mid Coast,0.0061,0.61
Town of Gawler,Rest of Mid Coast,0.0078,0.78
The DC of Yankalilla,Rest of Mid Coast,0.0119,1.19
City of Prospect,Rest of Mid Coast,0.0125,1.25
Adelaide Hills Council,Rest of Mid Coast,0.0172,1.72
Adelaide City Council,Rest of Mid Coast,0.0176,1.76
The City of Norwood Payneham and St Peters,Rest of Mid Coast,0.0184,1.84
Mount Barker District Council,Rest of Mid Coast,0.0208,2.08
City of Victor Harbor,Rest of Mid Coast,0.0209,2.09
City of Burnside,Rest of Mid Coast,0.0299,2.99
Alexandrina Council,Rest of Mid Coast,0.0305,3.05
City of Playford,Rest of Mid Coast,0.0341,3.41
City of Unley,Rest of Mid Coast,0.0355,3.55
City of Tea Tree Gully,Rest of Mid Coast,0.0441,4.41
City of West Torrens,Rest of Mid Coast,0.049,4.9
City of Holdfast Bay,Rest of Mid Coast,0.0501,5.01
City of Salisbury,Rest of Mid Coast,0.0588,5.88
City of Port Adelaide Enfield,Rest of Mid Coast,0.059,5.9
City of Charles Sturt,Rest of Mid Coast,0.0778,7.78
City of Mitcham,Rest of Mid Coast,0.0794,7.94
City of Marion,Rest of Mid Coast,0.167,16.7
Shire of Broome,Reynella,0.0001,0.01
City of Albany,Reynella,0.0001,0.01
Shire of Murray,Reynella,0.0001,0.01
West Tamar Council,Reynella,0.0001,0.01
Anangu Pitjantjatjara Yankunytjatjara,Reynella,0.0001,0.01
Coomalie Shire,Reynella,0.0001,0.01
Hindmarsh Shire,Reynella,0.0001,0.01
Mid-Western Regional Council,Reynella,0.0001,0.01
Singleton Council,Reynella,0.0001,0.01
Burnie City Council,Reynella,0.0001,0.01
Byron Shire Council,Reynella,0.0001,0.01
City of Busselton,Reynella,0.0001,0.01
City of Kwinana,Reynella,0.0001,0.01
Dubbo Regional Council,Reynella,0.0001,0.01
Lismore City Council,Reynella,0.0001,0.01
Lockyer Valley Regional,Reynella,0.0001,0.01
Loddon Shire,Reynella,0.0001,0.01
Northern Grampians Shire,Reynella,0.0001,0.01
Snowy Monaro Regional Council,Reynella,0.0001,0.01
Un-Incorporated (Marrakai-Douglas Daly) Area,Reynella,0.0001,0.01
Wangaratta Rural City,Reynella,0.0001,0.01
Colac Otway Shire,Reynella,0.0001,0.01
Scenic Rim Regional,Reynella,0.0001,0.01
Town of Cambridge,Reynella,0.0001,0.01
West Arnhem Region,Reynella,0.0001,0.01
Wudinna District Council,Reynella,0.0001,0.01
City of Nedlands,Reynella,0.0001,0.01
Clarence Valley Council,Reynella,0.0001,0.01
DC of Elliston,Reynella,0.0001,0.01
Goulburn Mulwaree Council,Reynella,0.0001,0.01
Griffith City Council,Reynella,0.0001,0.01
Southern Grampians Shire,Reynella,0.0001,0.01
The DC of Peterborough,Reynella,0.0001,0.01
Barkly Region,Reynella,0.0001,0.01
Cessnock City Council,Reynella,0.0001,0.01
City of Belmont,Reynella,0.0001,0.01
Golden Plains Shire,Reynella,0.0001,0.01
Gympie Regional,Reynella,0.0001,0.01
Kingborough Council,Reynella,0.0001,0.01
Lithgow City Council,Reynella,0.0001,0.01
The DC of Karoonda East Murray,Reynella,0.0001,0.01
The Flinders Ranges Council,Reynella,0.0001,0.01
Unincorporated,Reynella,0.0001,0.01
Wellington Shire,Reynella,0.0001,0.01
Western Downs Regional,Reynella,0.0001,0.01
Baw Baw Shire,Reynella,0.0001,0.01
City of South Perth,Reynella,0.0001,0.01
Coffs Harbour City Council,Reynella,0.0001,0.01
Devonport City Council,Reynella,0.0001,0.01
Maranoa Regional,Reynella,0.0001,0.01
Port Macquarie-Hastings Council,Reynella,0.0001,0.01
Roper Gulf Region,Reynella,0.0001,0.01
Shoalhaven City Council,Reynella,0.0001,0.01
Southern Mallee DC,Reynella,0.0001,0.01
The DC of Kimba,Reynella,0.0001,0.01
Weston Creek,Reynella,0.0001,0.01
Whitsunday Regional,Reynella,0.0001,0.01
East Gippsland Shire,Reynella,0.0001,0.01
Hobart City Council,Reynella,0.0001,0.01
The DC of Coober Pedy,Reynella,0.0001,0.01
The DC of Tumby Bay,Reynella,0.0002,0.02
Wingecarribee Shire Council,Reynella,0.0001,0.01
Albury City Council,Reynella,0.0001,0.01
Bass Coast Shire,Reynella,0.0001,0.01
Gladstone Regional,Reynella,0.0001,0.01
Glenelg Shire,Reynella,0.0001,0.01
Macedon Ranges Shire,Reynella,0.0001,0.01
Wentworth Shire Council,Reynella,0.0002,0.02
Surf Coast Shire,Reynella,0.0001,0.01
The Council of the Municipality of Hunters Hill,Reynella,0.0001,0.01
The DC of Streaky Bay,Reynella,0.0001,0.01
Wodonga City,Reynella,0.0001,0.01
Burwood Council,Reynella,0.0001,0.01
City of Perth,Reynella,0.0002,0.02
City of Vincent,Reynella,0.0001,0.01
Clarence City Council,Reynella,0.0001,0.01
Tamworth Regional Council,Reynella,0.0002,0.02
City of Kalamunda,Reynella,0.0002,0.02
City of Mandurah,Reynella,0.0002,0.02
Douglas Shire,Reynella,0.0002,0.02
Mid-Coast Council,Reynella,0.0002,0.02
Rockhampton Regional,Reynella,0.0001,0.01
Town of Victoria Park,Reynella,0.0002,0.02
Tweed Shire Council,Reynella,0.0001,0.01
Bathurst Regional Council,Reynella,0.0002,0.02
Bundaberg Regional,Reynella,0.0002,0.02
City of Cockburn,Reynella,0.0002,0.02
Latrobe City,Reynella,0.0002,0.02
The DC of Cleve,Reynella,0.0002,0.02
Wagga Wagga City Council,Reynella,0.0002,0.02
City of Bayswater,Reynella,0.0002,0.02
Queanbeyan-Palerang Regional Council,Reynella,0.0001,0.01
Tuggeranong,Reynella,0.0002,0.02
Glenorchy City Council,Reynella,0.0002,0.02
Horsham Rural City,Reynella,0.0002,0.02
Katherine Municipality,Reynella,0.0002,0.02
Kingston DC,Reynella,0.0002,0.02
Lane Cove Municipal Council,Reynella,0.0002,0.02
Launceston City Council,Reynella,0.0002,0.02
Mackay Regional,Reynella,0.0001,0.01
Fraser Coast Regional,Reynella,0.0003,0.03
Mitchell Shire,Reynella,0.0002,0.02
Moorabool Shire,Reynella,0.0002,0.02
Port Stephens Council,Reynella,0.0002,0.02
Maitland City Council,Reynella,0.0003,0.03
Noosa Shire,Reynella,0.0002,0.02
Shire of Mundaring,Reynella,0.0002,0.02
Warrnambool City,Reynella,0.0002,0.02
Strathfield Municipal Council,Reynella,0.0002,0.02
Woollahra Municipal Council,Reynella,0.0002,0.02
City of Armadale,Reynella,0.0002,0.02
City of Canning,Reynella,0.0003,0.03
City of Melville,Reynella,0.0002,0.02
DC of Robe,Reynella,0.0003,0.03
Shellharbour City Council,Reynella,0.0001,0.01
The DC of Ceduna,Reynella,0.0002,0.02
Greater Shepparton City,Reynella,0.0002,0.02
Townsville City,Reynella,0.0003,0.03
Blue Mountains City Council,Reynella,0.0003,0.03
City of Joondalup,Reynella,0.0003,0.03
Gungahlin,Reynella,0.0003,0.03
Mosman Municipal Council,Reynella,0.0003,0.03
The DC of Mount Remarkable,Reynella,0.0004,0.04
City of Rockingham,Reynella,0.0003,0.03
Toowoomba Regional,Reynella,0.0002,0.02
Wollondilly Shire Council,Reynella,0.0003,0.03
City of Gosnells,Reynella,0.0004,0.04
Hawkesbury City Council,Reynella,0.0004,0.04
Nillumbik Shire,Reynella,0.0004,0.04
Belconnen,Reynella,0.0003,0.03
The DC of Lower Eyre Peninsula,Reynella,0.0003,0.03
Canberra Central,Reynella,0.0004,0.04
Maroondah City,Reynella,0.0003,0.03
The Regional Council of Goyder,Reynella,0.0004,0.04
Maribyrnong City,Reynella,0.0004,0.04
City of Swan,Reynella,0.0003,0.03
Hobsons Bay City,Reynella,0.0004,0.04
Northern Areas Council,Reynella,0.0005,0.05
Greater Bendigo City,Reynella,0.0004,0.04
Waverley Council,Reynella,0.0004,0.04
Barunga West Council,Reynella,0.0005,0.05
Greater Dandenong City,Reynella,0.0004,0.04
Port Phillip City,Reynella,0.0004,0.04
Cardinia Shire,Reynella,0.0005,0.05
Banyule City,Reynella,0.0005,0.05
North Sydney Council,Reynella,0.0006,0.06
Camden Council,Reynella,0.0005,0.05
City of Stirling,Reynella,0.0006,0.06
Randwick City Council,Reynella,0.0005,0.05
Yarra Ranges Shire,Reynella,0.0005,0.05
City of Canada Bay Council,Reynella,0.0005,0.05
Willoughby City Council,Reynella,0.0004,0.04
City of Wanneroo,Reynella,0.0006,0.06
Manningham City,Reynella,0.0006,0.06
Yarra City,Reynella,0.0005,0.05
The DC of Grant,Reynella,0.0006,0.06
Mornington Peninsula Shire,Reynella,0.0006,0.06
Newcastle City Council,Reynella,0.0006,0.06
Stonnington City,Reynella,0.0006,0.06
Bayside City,Reynella,0.0006,0.06
Naracoorte Lucindale Council,Reynella,0.0006,0.06
The Council of the Shire of Hornsby,Reynella,0.0006,0.06
Whitehorse City,Reynella,0.0007,0.07
Ryde City Council,Reynella,0.0006,0.06
Darebin City,Reynella,0.0007,0.07
Ku-ring-gai Council,Reynella,0.0006,0.06
Moonee Valley City,Reynella,0.0006,0.06
Campbelltown City Council,Reynella,0.0006,0.06
Ipswich City,Reynella,0.0006,0.06
Frankston City,Reynella,0.0005,0.05
Ballarat City,Reynella,0.0007,0.07
Cairns Regional,Reynella,0.0007,0.07
Redland City,Reynella,0.0007,0.07
Broken Hill City Council,Reynella,0.0006,0.06
Georges River Council,Reynella,0.0005,0.05
Lake Macquarie City Council,Reynella,0.0007,0.07
Moreland City,Reynella,0.0008,0.08
Inner West Council,Reynella,0.0009,0.09
Kingston City,Reynella,0.0007,0.07
Knox City,Reynella,0.0008,0.08
Monash City,Reynella,0.0007,0.07
Municipal Council of Roxby Downs,Reynella,0.001,0.1
Tatiara DC,Reynella,0.0011,0.11
Glen Eira City,Reynella,0.0009,0.09
Litchfield Municipality,Reynella,0.0009,0.09
Mildura Rural City,Reynella,0.0008,0.08
Wollongong City Council,Reynella,0.0009,0.09
Boroondara City,Reynella,0.0009,0.09
Greater Geelong City,Reynella,0.0007,0.07
City of Port Lincoln,Reynella,0.0009,0.09
Hume City,Reynella,0.0009,0.09
Liverpool City Council,Reynella,0.0009,0.09
Sutherland Shire Council,Reynella,0.0011,0.11
Central Coast Council,Reynella,0.0009,0.09
Bayside Council,Reynella,0.001,0.1
Penrith City Council,Reynella,0.0009,0.09
Whittlesea City,Reynella,0.0011,0.11
Brimbank City,Reynella,0.001,0.1
Pastoral Unincorporated Area,Reynella,0.0009,0.09
Melton City,Reynella,0.001,0.1
Renmark Paringa Council,Reynella,0.0012,0.12
Wattle Range Council,Reynella,0.0011,0.11
Cumberland Council,Reynella,0.0011,0.11
Fairfield City Council,Reynella,0.0009,0.09
Wakefield Regional Council,Reynella,0.0013,0.13
The Hills Shire Council,Reynella,0.0011,0.11
Coorong District Council,Reynella,0.001,0.1
Melbourne City,Reynella,0.0011,0.11
Alice Springs Municipality,Reynella,0.0012,0.12
Sunshine Coast Regional,Reynella,0.0011,0.11
City of Parramatta Council,Reynella,0.001,0.1
Council of the City of Sydney,Reynella,0.0013,0.13
Casey City,Reynella,0.0011,0.11
Clare and Gilbert Valleys Council,Reynella,0.0013,0.13
Logan City,Reynella,0.0015,0.15
The Berri Barmera Council,Reynella,0.0012,0.12
Wyndham City,Reynella,0.0016,0.16
Port Augusta City Council,Reynella,0.0016,0.16
The DC of Loxton Waikerie,Reynella,0.0014,0.14
Canterbury-Bankstown Council,Reynella,0.0015,0.15
Northern Beaches Council,Reynella,0.0016,0.16
Yorke Peninsula Council,Reynella,0.0024,0.24
Palmerston Municipality,Reynella,0.0019,0.19
Kangaroo Island Council,Reynella,0.0017,0.17
Moreton Bay Regional,Reynella,0.0019,0.19
Blacktown City Council,Reynella,0.0018,0.18
The Corporation of the City of Whyalla,Reynella,0.0022,0.22
Mid Murray Council,Reynella,0.0021,0.21
Port Pirie Regional Council,Reynella,0.0027,0.27
Copper Coast Council,Reynella,0.0026,0.26
Gold Coast City,Reynella,0.0026,0.26
City of Mount Gambier,Reynella,0.0032,0.32
Adelaide Plains Council,Reynella,0.0037,0.37
Darwin Municipality,Reynella,0.0038,0.38
Light Regional Council,Reynella,0.0042,0.42
The Corporation of the Town of Walkerville,Reynella,0.0045,0.45
Brisbane City,Reynella,0.005,0.5
The Rural City of Murray Bridge,Reynella,0.0051,0.51
The Barossa Council,Reynella,0.0057,0.57
Town of Gawler,Reynella,0.0078,0.78
The DC of Yankalilla,Reynella,0.0091,0.91
City of Prospect,Reynella,0.0128,1.28
Adelaide Hills Council,Reynella,0.0174,1.74
Adelaide City Council,Reynella,0.0177,1.77
The City of Norwood Payneham and St Peters,Reynella,0.0196,1.96
Mount Barker District Council,Reynella,0.0199,1.99
City of Victor Harbor,Reynella,0.0171,1.71
City of Burnside,Reynella,0.0321,3.21
Alexandrina Council,Reynella,0.025,2.5
City of Playford,Reynella,0.0338,3.38
City of Unley,Reynella,0.0385,3.85
City of Tea Tree Gully,Reynella,0.044,4.4
City of West Torrens,Reynella,0.0493,4.93
City of Holdfast Bay,Reynella,0.0433,4.33
City of Salisbury,Reynella,0.0591,5.91
City of Port Adelaide Enfield,Reynella,0.0574,5.74
City of Charles Sturt,Reynella,0.0733,7.33
City of Mitcham,Reynella,0.0917,9.17
City of Marion,Reynella,0.1794,17.94
City of Kalgoorlie-Boulder,Rest of Knox,0.0001,0.01
Junee Shire Council,Rest of Knox,0.0001,0.01
