Origin SA3,Month of Purchase Month (copy),Pct,Percent_Change
Rockhampton,Jul-22,0.1311000,13.11
Rockhampton,Aug-22,0.1565000,15.65
Rockhampton,Sep-22,0.0998000,9.98
Rockhampton,Oct-22,0.0850000,8.5
Rockhampton,Nov-22,0.0279000,2.79
Rockhampton,Dec-22,0.0121000,1.21
Rockhampton,Jan-23,0.0145000,1.45
Rockhampton,Feb-23,0.0133000,1.33
Rockhampton,Mar-23,0.0305000,3.05
Rockhampton,Apr-23,0.0273000,2.73
Rockhampton,May-23,0.0933000,9.33
Rockingham,Jan-22,0.0366000,3.66
Rockingham,Feb-22,0.0216000,2.16
Rockingham,Mar-22,0.0366000,3.66
Rockingham,Apr-22,0.0616000,6.16
Rockingham,May-22,0.0886000,8.86
Rockingham,Jun-22,0.1371000,13.71
Rockingham,Jul-22,0.1478000,14.78
Rockingham,Aug-22,0.1342000,13.42
Rockingham,Sep-22,0.0859000,8.59
Rockingham,Oct-22,0.0478000,4.78
Rockingham,Nov-22,0.0308000,3.08
Rockingham,Dec-22,0.0227000,2.27
Rockingham,Jan-23,0.0300000,3
Rockingham,Feb-23,0.0061000,0.61
Rockingham,Mar-23,0.0239000,2.39
Rockingham,Apr-23,0.0294000,2.94
Rockingham,May-23,0.0594000,5.94
Rocklea - Acacia Ridge,Mar-22,0.0069000,0.69
Rocklea - Acacia Ridge,Apr-22,0.0057000,0.57
Rocklea - Acacia Ridge,May-22,0.0957000,9.57
Rocklea - Acacia Ridge,Jun-22,0.0745000,7.45
Rocklea - Acacia Ridge,Jul-22,0.0357000,3.57
Rocklea - Acacia Ridge,Aug-22,0.1832000,18.32
Rocklea - Acacia Ridge,Sep-22,0.0830000,8.3
Rocklea - Acacia Ridge,Oct-22,0.0354000,3.54
Rocklea - Acacia Ridge,Dec-22,0.0063000,0.63
Rocklea - Acacia Ridge,Mar-23,0.0184000,1.84
Rocklea - Acacia Ridge,Apr-23,0.2796000,27.96
Rocklea - Acacia Ridge,May-23,0.1754000,17.54
Ryde - Hunters Hill,Jan-22,0.0053000,0.53
Ryde - Hunters Hill,Feb-22,0.0065000,0.65
Ryde - Hunters Hill,Mar-22,0.0060000,0.6
Ryde - Hunters Hill,Apr-22,0.0460000,4.6
Ryde - Hunters Hill,May-22,0.0929000,9.29
Ryde - Hunters Hill,Jun-22,0.1580000,15.8
Ryde - Hunters Hill,Jul-22,0.1594000,15.94
Ryde - Hunters Hill,Aug-22,0.1404000,14.04
Ryde - Hunters Hill,Sep-22,0.0606000,6.06
Ryde - Hunters Hill,Oct-22,0.0426000,4.26
Ryde - Hunters Hill,Nov-22,0.0738000,7.38
Ryde - Hunters Hill,Dec-22,0.0285000,2.85
Ryde - Hunters Hill,Jan-23,0.0394000,3.94
Ryde - Hunters Hill,Feb-23,0.0180000,1.8
Ryde - Hunters Hill,Mar-23,0.0240000,2.4
Ryde - Hunters Hill,Apr-23,0.0292000,2.92
Ryde - Hunters Hill,May-23,0.0693000,6.93
Salisbury,Jan-22,0.0033000,0.33
Salisbury,Feb-22,0.0088000,0.88
Salisbury,Mar-22,0.0161000,1.61
Salisbury,Apr-22,0.0146000,1.46
Salisbury,May-22,0.0610000,6.1
Salisbury,Jun-22,0.1243000,12.43
Salisbury,Jul-22,0.1826000,18.26
Salisbury,Aug-22,0.1929000,19.29
Salisbury,Sep-22,0.1124000,11.24
Salisbury,Oct-22,0.0795000,7.95
Salisbury,Nov-22,0.0118000,1.18
Salisbury,Dec-22,0.0149000,1.49
Salisbury,Jan-23,0.0400000,4
Salisbury,Feb-23,0.0258000,2.58
Salisbury,Mar-23,0.0067000,0.67
Salisbury,Apr-23,0.0233000,2.33
Salisbury,May-23,0.0818000,8.18
Sandgate,Jan-22,0.0068000,0.68
Sandgate,Feb-22,0.0012000,0.12
Sandgate,Mar-22,0.0118000,1.18
Sandgate,Apr-22,0.0510000,5.1
Sandgate,May-22,0.1173000,11.73
Sandgate,Jun-22,0.1689000,16.89
Sandgate,Jul-22,0.1346000,13.46
Sandgate,Aug-22,0.1965000,19.65
Sandgate,Sep-22,0.0905000,9.05
Sandgate,Oct-22,0.0691000,6.91
Sandgate,Nov-22,0.0176000,1.76
Sandgate,Dec-22,0.0072000,0.72
Sandgate,Jan-23,0.0060000,0.6
Sandgate,Mar-23,0.0202000,2.02
Sandgate,Apr-23,0.0388000,3.88
Sandgate,May-23,0.0624000,6.24
Serpentine - Jarrahdale,Jan-22,0.0123000,1.23
Serpentine - Jarrahdale,Feb-22,0.0516000,5.16
Serpentine - Jarrahdale,Mar-22,0.0412000,4.12
Serpentine - Jarrahdale,Apr-22,0.0512000,5.12
Serpentine - Jarrahdale,May-22,0.0793000,7.93
Serpentine - Jarrahdale,Jun-22,0.0882000,8.82
Serpentine - Jarrahdale,Jul-22,0.1313000,13.13
Serpentine - Jarrahdale,Aug-22,0.1343000,13.43
Serpentine - Jarrahdale,Sep-22,0.0769000,7.69
Serpentine - Jarrahdale,Oct-22,0.0776000,7.76
Serpentine - Jarrahdale,Nov-22,0.0409000,4.09
Serpentine - Jarrahdale,Dec-22,0.0380000,3.8
Serpentine - Jarrahdale,Jan-23,0.0442000,4.42
Serpentine - Jarrahdale,Feb-23,0.0048000,0.48
Serpentine - Jarrahdale,Mar-23,0.0460000,4.6
Serpentine - Jarrahdale,Apr-23,0.0256000,2.56
Serpentine - Jarrahdale,May-23,0.0565000,5.65
Shepparton,Mar-22,0.0041000,0.41
Shepparton,Apr-22,0.0146000,1.46
Shepparton,May-22,0.0712000,7.12
Shepparton,Jun-22,0.2067000,20.67
Shepparton,Jul-22,0.1984000,19.84
Shepparton,Aug-22,0.2376000,23.76
Shepparton,Sep-22,0.1157000,11.57
Shepparton,Oct-22,0.0176000,1.76
Shepparton,Nov-22,0.0143000,1.43
Shepparton,Dec-22,0.0052000,0.52
Shepparton,Jan-23,0.0113000,1.13
Shepparton,Feb-23,0.0005000,0.05
Shepparton,Mar-23,0.0047000,0.47
Shepparton,Apr-23,0.0229000,2.29
Shepparton,May-23,0.0752000,7.52
Sherwood - Indooroopilly,Jan-22,0.0089000,0.89
Sherwood - Indooroopilly,Mar-22,0.0003000,0.03
Sherwood - Indooroopilly,Apr-22,0.0039000,0.39
Sherwood - Indooroopilly,May-22,0.0058000,0.58
Sherwood - Indooroopilly,Jun-22,0.1639000,16.39
Sherwood - Indooroopilly,Jul-22,0.2364000,23.64
Sherwood - Indooroopilly,Aug-22,0.3369000,33.69
Sherwood - Indooroopilly,Sep-22,0.0997000,9.97
Sherwood - Indooroopilly,Oct-22,0.0771000,7.71
Sherwood - Indooroopilly,Dec-22,0.0012000,0.12
Sherwood - Indooroopilly,Jan-23,0.0035000,0.35
Sherwood - Indooroopilly,Apr-23,0.0122000,1.22
Sherwood - Indooroopilly,May-23,0.0501000,5.01
Shoalhaven,Jan-22,0.0019000,0.19
Shoalhaven,Feb-22,0.0036000,0.36
Shoalhaven,Mar-22,0.0074000,0.74
Shoalhaven,Apr-22,0.0378000,3.78
Shoalhaven,May-22,0.1367000,13.67
Shoalhaven,Jun-22,0.2157000,21.57
Shoalhaven,Jul-22,0.2174000,21.74
Shoalhaven,Aug-22,0.1684000,16.84
Shoalhaven,Sep-22,0.0733000,7.33
Shoalhaven,Oct-22,0.0274000,2.74
Shoalhaven,Nov-22,0.0142000,1.42
Shoalhaven,Dec-22,0.0083000,0.83
Shoalhaven,Jan-23,0.0055000,0.55
Shoalhaven,Feb-23,0.0009000,0.09
Shoalhaven,Mar-23,0.0061000,0.61
Shoalhaven,Apr-23,0.0090000,0.9
Shoalhaven,May-23,0.0665000,6.65
Snowy Mountains,Apr-22,0.0475000,4.75
Snowy Mountains,May-22,0.0698000,6.98
Snowy Mountains,Jun-22,0.0231000,2.31
Snowy Mountains,Jul-22,0.1347000,13.47
Snowy Mountains,Aug-22,0.1921000,19.21
Snowy Mountains,Sep-22,0.3117000,31.17
Snowy Mountains,Oct-22,0.1158000,11.58
Snowy Mountains,Dec-22,0.0372000,3.72
Snowy Mountains,Jan-23,0.0486000,4.86
Snowy Mountains,Mar-23,0.0013000,0.13
Snowy Mountains,Apr-23,0.0076000,0.76
Snowy Mountains,May-23,0.0107000,1.07
Sorell - Dodges Ferry,Jun-22,0.0085000,0.85
Sorell - Dodges Ferry,Jul-22,0.0896000,8.96
Sorell - Dodges Ferry,Aug-22,0.3501000,35.01
Sorell - Dodges Ferry,Sep-22,0.4154000,41.54
Sorell - Dodges Ferry,Oct-22,0.0473000,4.73
Sorell - Dodges Ferry,Mar-23,0.0261000,2.61
Sorell - Dodges Ferry,Apr-23,0.0629000,6.29
South Canberra,Jan-22,0.0003000,0.03
South Canberra,Feb-22,0.0002000,0.02
South Canberra,Mar-22,0.0041000,0.41
South Canberra,Apr-22,0.0273000,2.73
South Canberra,May-22,0.1205000,12.05
South Canberra,Jun-22,0.1482000,14.82
South Canberra,Jul-22,0.2026000,20.26
South Canberra,Aug-22,0.1371000,13.71
South Canberra,Sep-22,0.0754000,7.54
South Canberra,Oct-22,0.0502000,5.02
South Canberra,Nov-22,0.0165000,1.65
South Canberra,Dec-22,0.0117000,1.17
South Canberra,Jan-23,0.0203000,2.03
South Canberra,Feb-23,0.0040000,0.4
South Canberra,Mar-23,0.0118000,1.18
South Canberra,Apr-23,0.0389000,3.89
South Canberra,May-23,0.1309000,13.09
South Coast,Jan-22,0.0008000,0.08
South Coast,Feb-22,0.0156000,1.56
South Coast,Mar-22,0.0659000,6.59
South Coast,Apr-22,0.0344000,3.44
South Coast,May-22,0.0694000,6.94
South Coast,Jun-22,0.2133000,21.33
South Coast,Jul-22,0.2286000,22.86
South Coast,Aug-22,0.1334000,13.34
South Coast,Sep-22,0.0636000,6.36
South Coast,Oct-22,0.0448000,4.48
South Coast,Nov-22,0.0180000,1.8
South Coast,Dec-22,0.0119000,1.19
South Coast,Jan-23,0.0092000,0.92
South Coast,Feb-23,0.0018000,0.18
South Coast,Mar-23,0.0058000,0.58
South Coast,Apr-23,0.0179000,1.79
South Coast,May-23,0.0654000,6.54
South East Coast,Jan-22,0.0036000,0.36
South East Coast,Feb-22,0.0355000,3.55
South East Coast,Mar-22,0.0445000,4.45
South East Coast,Apr-22,0.0310000,3.1
South East Coast,May-22,0.0583000,5.83
South East Coast,Jun-22,0.1579000,15.79
South East Coast,Jul-22,0.1935000,19.35
South East Coast,Aug-22,0.1097000,10.97
South East Coast,Sep-22,0.0356000,3.56
South East Coast,Oct-22,0.0140000,1.4
South East Coast,Nov-22,0.0124000,1.24
South East Coast,Dec-22,0.0084000,0.84
South East Coast,Jan-23,0.0922000,9.22
South East Coast,Feb-23,0.0028000,0.28
South East Coast,Mar-23,0.0617000,6.17
South East Coast,Apr-23,0.0673000,6.73
South East Coast,May-23,0.0714000,7.14
South Perth,Jan-22,0.0298000,2.98
South Perth,Feb-22,0.0158000,1.58
South Perth,Mar-22,0.0320000,3.2
South Perth,Apr-22,0.0990000,9.9
South Perth,May-22,0.1004000,10.04
South Perth,Jun-22,0.1412000,14.12
South Perth,Jul-22,0.1466000,14.66
South Perth,Aug-22,0.1236000,12.36
South Perth,Sep-22,0.0538000,5.38
South Perth,Oct-22,0.0468000,4.68
South Perth,Nov-22,0.0227000,2.27
South Perth,Dec-22,0.0274000,2.74
South Perth,Jan-23,0.0297000,2.97
South Perth,Feb-23,0.0064000,0.64
South Perth,Mar-23,0.0354000,3.54
South Perth,Apr-23,0.0425000,4.25
South Perth,May-23,0.0471000,4.71
Southern Highlands,Jan-22,0.0051000,0.51
Southern Highlands,Feb-22,0.0024000,0.24
Southern Highlands,Mar-22,0.0046000,0.46
Southern Highlands,Apr-22,0.0200000,2
Southern Highlands,May-22,0.0905000,9.05
Southern Highlands,Jun-22,0.2586000,25.86
Southern Highlands,Jul-22,0.2100000,21
Southern Highlands,Aug-22,0.1143000,11.43
Southern Highlands,Sep-22,0.1382000,13.82
Southern Highlands,Oct-22,0.0545000,5.45
Southern Highlands,Nov-22,0.0172000,1.72
Southern Highlands,Dec-22,0.0043000,0.43
Southern Highlands,Jan-23,0.0219000,2.19
Southern Highlands,Feb-23,0.0009000,0.09
Southern Highlands,Mar-23,0.0026000,0.26
Southern Highlands,Apr-23,0.0219000,2.19
Southern Highlands,May-23,0.0331000,3.31
Southport,Jan-22,0.0056000,0.56
Southport,Feb-22,0.0052000,0.52
Southport,Mar-22,0.0230000,2.3
Southport,Apr-22,0.0325000,3.25
Southport,May-22,0.0956000,9.56
Southport,Jun-22,0.2396000,23.96
Southport,Jul-22,0.1146000,11.46
Southport,Aug-22,0.1760000,17.6
Southport,Sep-22,0.0730000,7.3
Southport,Oct-22,0.0346000,3.46
Southport,Nov-22,0.0027000,0.27
Southport,Dec-22,0.0071000,0.71
Southport,Jan-23,0.0101000,1.01
Southport,Feb-23,0.0001000,0.01
Southport,Mar-23,0.0113000,1.13
Southport,Apr-23,0.0264000,2.64
Southport,May-23,0.1428000,14.28
Springfield - Redbank,Jan-22,0.0074000,0.74
Springfield - Redbank,Feb-22,0.0081000,0.81
Springfield - Redbank,Mar-22,0.0400000,4
Springfield - Redbank,Apr-22,0.0278000,2.78
Springfield - Redbank,May-22,0.1724000,17.24
Springfield - Redbank,Jun-22,0.1601000,16.01
Springfield - Redbank,Jul-22,0.1209000,12.09
Springfield - Redbank,Aug-22,0.0846000,8.46
Springfield - Redbank,Sep-22,0.0632000,6.32
Springfield - Redbank,Oct-22,0.0550000,5.5
Springfield - Redbank,Nov-22,0.0328000,3.28
Springfield - Redbank,Dec-22,0.0075000,0.75
Springfield - Redbank,Jan-23,0.1052000,10.52
Springfield - Redbank,Feb-23,0.0050000,0.5
Springfield - Redbank,Mar-23,0.0077000,0.77
Springfield - Redbank,Apr-23,0.0025000,0.25
Springfield - Redbank,May-23,0.0997000,9.97
Springwood - Kingston,Jan-22,0.0055000,0.55
Springwood - Kingston,Mar-22,0.0008000,0.08
Springwood - Kingston,Apr-22,0.0163000,1.63
Springwood - Kingston,May-22,0.1690000,16.9
Springwood - Kingston,Jun-22,0.0909000,9.09
Springwood - Kingston,Jul-22,0.1854000,18.54
Springwood - Kingston,Aug-22,0.1253000,12.53
Springwood - Kingston,Sep-22,0.1333000,13.33
Springwood - Kingston,Oct-22,0.0766000,7.66
Springwood - Kingston,Nov-22,0.0064000,0.64
Springwood - Kingston,Dec-22,0.0010000,0.1
Springwood - Kingston,Feb-23,0.0003000,0.03
Springwood - Kingston,Mar-23,0.0283000,2.83
Springwood - Kingston,Apr-23,0.0506000,5.06
Springwood - Kingston,May-23,0.1104000,11.04
St Marys,Mar-22,0.0403000,4.03
St Marys,Apr-22,0.1022000,10.22
St Marys,Jul-22,0.0055000,0.55
St Marys,Sep-22,0.3554000,35.54
St Marys,Oct-22,0.1432000,14.32
St Marys,Nov-22,0.0067000,0.67
St Marys,Jan-23,0.0368000,3.68
St Marys,Apr-23,0.1359000,13.59
St Marys,May-23,0.1741000,17.41
Stirling,Jan-22,0.0384000,3.84
Stirling,Feb-22,0.0198000,1.98
Stirling,Mar-22,0.0317000,3.17
Stirling,Apr-22,0.0736000,7.36
Stirling,May-22,0.0924000,9.24
Stirling,Jun-22,0.1237000,12.37
Stirling,Jul-22,0.1696000,16.96
Stirling,Aug-22,0.1280000,12.8
Stirling,Sep-22,0.0685000,6.85
Stirling,Oct-22,0.0506000,5.06
Stirling,Nov-22,0.0224000,2.24
Stirling,Dec-22,0.0199000,1.99
Stirling,Jan-23,0.0273000,2.73
Stirling,Feb-23,0.0111000,1.11
Stirling,Mar-23,0.0243000,2.43
Stirling,Apr-23,0.0423000,4.23
Stirling,May-23,0.0564000,5.64
Stonnington - East,Jan-22,0.0007000,0.07
Stonnington - East,Feb-22,0.0002000,0.02
Stonnington - East,Mar-22,0.0025000,0.25
Stonnington - East,Apr-22,0.0504000,5.04
Stonnington - East,May-22,0.0718000,7.18
Stonnington - East,Jun-22,0.2421000,24.21
Stonnington - East,Jul-22,0.2775000,27.75
Stonnington - East,Aug-22,0.1631000,16.31
Stonnington - East,Sep-22,0.0844000,8.44
Stonnington - East,Oct-22,0.0265000,2.65
Stonnington - East,Nov-22,0.0173000,1.73
Stonnington - East,Dec-22,0.0035000,0.35
Stonnington - East,Jan-23,0.0185000,1.85
Stonnington - East,Feb-23,0.0001000,0.01
Stonnington - East,Mar-23,0.0040000,0.4
Stonnington - East,Apr-23,0.0079000,0.79
Stonnington - East,May-23,0.0295000,2.95
Stonnington - West,Mar-22,0.0044000,0.44
Stonnington - West,Apr-22,0.0496000,4.96
Stonnington - West,May-22,0.0561000,5.61
Stonnington - West,Jun-22,0.2977000,29.77
Stonnington - West,Jul-22,0.1636000,16.36
Stonnington - West,Aug-22,0.1084000,10.84
Stonnington - West,Sep-22,0.1036000,10.36
Stonnington - West,Oct-22,0.0367000,3.67
Stonnington - West,Nov-22,0.0269000,2.69
Stonnington - West,Dec-22,0.0286000,2.86
Stonnington - West,Jan-23,0.0297000,2.97
Stonnington - West,Feb-23,0.0004000,0.04
Stonnington - West,Mar-23,0.0146000,1.46
Stonnington - West,Apr-23,0.0367000,3.67
Stonnington - West,May-23,0.0429000,4.29
Strathfield - Burwood - Ashfield,Jan-22,0.0005000,0.05
Strathfield - Burwood - Ashfield,Feb-22,0.0000000,0
Strathfield - Burwood - Ashfield,Mar-22,0.0021000,0.21
Strathfield - Burwood - Ashfield,Apr-22,0.0546000,5.46
Strathfield - Burwood - Ashfield,May-22,0.0926000,9.26
Strathfield - Burwood - Ashfield,Jun-22,0.1582000,15.82
Strathfield - Burwood - Ashfield,Jul-22,0.2420000,24.2
Strathfield - Burwood - Ashfield,Aug-22,0.1537000,15.37
Strathfield - Burwood - Ashfield,Sep-22,0.0765000,7.65
Strathfield - Burwood - Ashfield,Oct-22,0.0688000,6.88
Strathfield - Burwood - Ashfield,Nov-22,0.0158000,1.58
Strathfield - Burwood - Ashfield,Dec-22,0.0094000,0.94
Strathfield - Burwood - Ashfield,Jan-23,0.0152000,1.52
Strathfield - Burwood - Ashfield,Feb-23,0.0007000,0.07
Strathfield - Burwood - Ashfield,Mar-23,0.0043000,0.43
Strathfield - Burwood - Ashfield,Apr-23,0.0280000,2.8
Strathfield - Burwood - Ashfield,May-23,0.0778000,7.78
Strathpine,Jan-22,0.0030000,0.3
Strathpine,Feb-22,0.0030000,0.3
Strathpine,Mar-22,0.0072000,0.72
Strathpine,Apr-22,0.0102000,1.02
Strathpine,May-22,0.1337000,13.37
Strathpine,Jun-22,0.1376000,13.76
Strathpine,Jul-22,0.1353000,13.53
Strathpine,Aug-22,0.2123000,21.23
Strathpine,Sep-22,0.1858000,18.58
Strathpine,Oct-22,0.0212000,2.12
Strathpine,Nov-22,0.0189000,1.89
Strathpine,Dec-22,0.0041000,0.41
Strathpine,Jan-23,0.0081000,0.81
Strathpine,Feb-23,0.0001000,0.01
Strathpine,Mar-23,0.0178000,1.78
Strathpine,Apr-23,0.0359000,3.59
Strathpine,May-23,0.0659000,6.59
Sunbury,Jan-22,0.0124000,1.24
Sunbury,Feb-22,0.0099000,0.99
Sunbury,Mar-22,0.0209000,2.09
Sunbury,Apr-22,0.0113000,1.13
Sunbury,May-22,0.1915000,19.15
Sunbury,Jun-22,0.2135000,21.35
Sunbury,Jul-22,0.1647000,16.47
Sunbury,Aug-22,0.1032000,10.32
Sunbury,Sep-22,0.0574000,5.74
Sunbury,Oct-22,0.0639000,6.39
Sunbury,Nov-22,0.0107000,1.07
Sunbury,Dec-22,0.0047000,0.47
Sunbury,Jan-23,0.0109000,1.09
Sunbury,Feb-23,0.0034000,0.34
Sunbury,Mar-23,0.0377000,3.77
Sunbury,Apr-23,0.0259000,2.59
Sunbury,May-23,0.0580000,5.8
Sunnybank,Jan-22,0.0497000,4.97
Sunnybank,Feb-22,0.0196000,1.96
Sunnybank,Mar-22,0.0391000,3.91
Sunnybank,Apr-22,0.0186000,1.86
Sunnybank,May-22,0.0751000,7.51
Sunnybank,Jun-22,0.1444000,14.44
Sunnybank,Jul-22,0.1006000,10.06
Sunnybank,Aug-22,0.2360000,23.6
Sunnybank,Sep-22,0.0785000,7.85
Sunnybank,Oct-22,0.0400000,4
Sunnybank,Nov-22,0.0186000,1.86
Sunnybank,Dec-22,0.0026000,0.26
Sunnybank,Jan-23,0.0200000,2
Sunnybank,Mar-23,0.0468000,4.68
Sunnybank,Apr-23,0.0235000,2.35
Sunnybank,May-23,0.0870000,8.7
Sunshine Coast Hinterland,Jan-22,0.0025000,0.25
Sunshine Coast Hinterland,Feb-22,0.0025000,0.25
Sunshine Coast Hinterland,Mar-22,0.0108000,1.08
Sunshine Coast Hinterland,Apr-22,0.0219000,2.19
Sunshine Coast Hinterland,May-22,0.0765000,7.65
Sunshine Coast Hinterland,Jun-22,0.1227000,12.27
Sunshine Coast Hinterland,Jul-22,0.2444000,24.44
Sunshine Coast Hinterland,Aug-22,0.2220000,22.2
Sunshine Coast Hinterland,Sep-22,0.0935000,9.35
Sunshine Coast Hinterland,Oct-22,0.0409000,4.09
Sunshine Coast Hinterland,Nov-22,0.0264000,2.64
Sunshine Coast Hinterland,Dec-22,0.0159000,1.59
Sunshine Coast Hinterland,Jan-23,0.0121000,1.21
Sunshine Coast Hinterland,Feb-23,0.0020000,0.2
Sunshine Coast Hinterland,Mar-23,0.0153000,1.53
Sunshine Coast Hinterland,Apr-23,0.0328000,3.28
Sunshine Coast Hinterland,May-23,0.0577000,5.77
Surf Coast - Bellarine Peninsula,Feb-22,0.0030000,0.3
Surf Coast - Bellarine Peninsula,Mar-22,0.0164000,1.64
Surf Coast - Bellarine Peninsula,Apr-22,0.0341000,3.41
Surf Coast - Bellarine Peninsula,May-22,0.0954000,9.54
Surf Coast - Bellarine Peninsula,Jun-22,0.2407000,24.07
Surf Coast - Bellarine Peninsula,Jul-22,0.2629000,26.29
Surf Coast - Bellarine Peninsula,Aug-22,0.1730000,17.3
Surf Coast - Bellarine Peninsula,Sep-22,0.0552000,5.52
Surf Coast - Bellarine Peninsula,Oct-22,0.0209000,2.09
Surf Coast - Bellarine Peninsula,Nov-22,0.0210000,2.1
Surf Coast - Bellarine Peninsula,Dec-22,0.0058000,0.58
Surf Coast - Bellarine Peninsula,Jan-23,0.0052000,0.52
Surf Coast - Bellarine Peninsula,Feb-23,0.0007000,0.07
Surf Coast - Bellarine Peninsula,Mar-23,0.0088000,0.88
Surf Coast - Bellarine Peninsula,Apr-23,0.0199000,1.99
Surf Coast - Bellarine Peninsula,May-23,0.0369000,3.69
Surfers Paradise,Jan-22,0.0043000,0.43
Surfers Paradise,Feb-22,0.0047000,0.47
Surfers Paradise,Mar-22,0.0092000,0.92
Surfers Paradise,Apr-22,0.0184000,1.84
Surfers Paradise,May-22,0.0707000,7.07
Surfers Paradise,Jun-22,0.1298000,12.98
Surfers Paradise,Jul-22,0.1725000,17.25
Surfers Paradise,Aug-22,0.2368000,23.68
Surfers Paradise,Sep-22,0.1342000,13.42
Surfers Paradise,Oct-22,0.0130000,1.3
Surfers Paradise,Nov-22,0.0095000,0.95
Surfers Paradise,Dec-22,0.0112000,1.12
Surfers Paradise,Jan-23,0.0121000,1.21
Surfers Paradise,Feb-23,0.0071000,0.71
Surfers Paradise,Mar-23,0.0524000,5.24
Surfers Paradise,Apr-23,0.0371000,3.71
Surfers Paradise,May-23,0.0771000,7.71
Sutherland - Menai - Heathcote,Jan-22,0.0003000,0.03
Sutherland - Menai - Heathcote,Feb-22,0.0020000,0.2
Sutherland - Menai - Heathcote,Mar-22,0.0018000,0.18
Sutherland - Menai - Heathcote,Apr-22,0.0203000,2.03
Sutherland - Menai - Heathcote,May-22,0.1025000,10.25
Sutherland - Menai - Heathcote,Jun-22,0.1297000,12.97
Sutherland - Menai - Heathcote,Jul-22,0.1811000,18.11
Sutherland - Menai - Heathcote,Aug-22,0.2178000,21.78
Sutherland - Menai - Heathcote,Sep-22,0.1417000,14.17
Sutherland - Menai - Heathcote,Oct-22,0.0744000,7.44
Sutherland - Menai - Heathcote,Nov-22,0.0121000,1.21
Sutherland - Menai - Heathcote,Dec-22,0.0048000,0.48
Sutherland - Menai - Heathcote,Jan-23,0.0071000,0.71
Sutherland - Menai - Heathcote,Feb-23,0.0018000,0.18
Sutherland - Menai - Heathcote,Mar-23,0.0240000,2.4
Sutherland - Menai - Heathcote,Apr-23,0.0175000,1.75
Sutherland - Menai - Heathcote,May-23,0.0611000,6.11
Swan,Jan-22,0.0507000,5.07
Swan,Feb-22,0.0254000,2.54
Swan,Mar-22,0.0477000,4.77
Swan,Apr-22,0.0745000,7.45
Swan,May-22,0.0875000,8.75
Swan,Jun-22,0.1323000,13.23
Swan,Jul-22,0.1372000,13.72
Swan,Aug-22,0.0816000,8.16
Swan,Sep-22,0.0785000,7.85
Swan,Oct-22,0.0469000,4.69
Swan,Nov-22,0.0366000,3.66
Swan,Dec-22,0.0336000,3.36
Swan,Jan-23,0.0408000,4.08
Swan,Feb-23,0.0106000,1.06
Swan,Mar-23,0.0276000,2.76
Swan,Apr-23,0.0351000,3.51
Swan,May-23,0.0533000,5.33
Sydney Inner City,Jan-22,0.0045000,0.45
Sydney Inner City,Feb-22,0.0024000,0.24
Sydney Inner City,Mar-22,0.0072000,0.72
Sydney Inner City,Apr-22,0.0531000,5.31
Sydney Inner City,May-22,0.1152000,11.52
Sydney Inner City,Jun-22,0.1227000,12.27
Sydney Inner City,Jul-22,0.1419000,14.19
Sydney Inner City,Aug-22,0.1178000,11.78
Sydney Inner City,Sep-22,0.1199000,11.99
Sydney Inner City,Oct-22,0.0506000,5.06
Sydney Inner City,Nov-22,0.0494000,4.94
Sydney Inner City,Dec-22,0.0108000,1.08
Sydney Inner City,Jan-23,0.0414000,4.14
Sydney Inner City,Feb-23,0.0043000,0.43
Sydney Inner City,Mar-23,0.0124000,1.24
Sydney Inner City,Apr-23,0.0622000,6.22
Sydney Inner City,May-23,0.0842000,8.42
Tablelands (East) - Kuranda,Jan-22,0.0259000,2.59
Tablelands (East) - Kuranda,Feb-22,0.0040000,0.4
Tablelands (East) - Kuranda,Mar-22,0.0154000,1.54
Tablelands (East) - Kuranda,Apr-22,0.0438000,4.38
Tablelands (East) - Kuranda,May-22,0.0881000,8.81
Tablelands (East) - Kuranda,Jun-22,0.1938000,19.38
Tablelands (East) - Kuranda,Jul-22,0.1633000,16.33
Tablelands (East) - Kuranda,Aug-22,0.1044000,10.44
Tablelands (East) - Kuranda,Sep-22,0.0827000,8.27
Tablelands (East) - Kuranda,Oct-22,0.0839000,8.39
Tablelands (East) - Kuranda,Nov-22,0.0403000,4.03
Tablelands (East) - Kuranda,Dec-22,0.0367000,3.67
Tablelands (East) - Kuranda,Jan-23,0.0229000,2.29
Tablelands (East) - Kuranda,Feb-23,0.0042000,0.42
Tablelands (East) - Kuranda,Mar-23,0.0216000,2.16
Tablelands (East) - Kuranda,Apr-23,0.0244000,2.44
Tablelands (East) - Kuranda,May-23,0.0445000,4.45
Tamworth - Gunnedah,Jan-22,0.0127000,1.27
Tamworth - Gunnedah,Feb-22,0.0078000,0.78
Tamworth - Gunnedah,Mar-22,0.0281000,2.81
Tamworth - Gunnedah,Apr-22,0.0522000,5.22
Tamworth - Gunnedah,May-22,0.1083000,10.83
Tamworth - Gunnedah,Jun-22,0.1284000,12.84
Tamworth - Gunnedah,Jul-22,0.2568000,25.68
Tamworth - Gunnedah,Aug-22,0.2035000,20.35
Tamworth - Gunnedah,Sep-22,0.0903000,9.03
Tamworth - Gunnedah,Oct-22,0.0235000,2.35
Tamworth - Gunnedah,Nov-22,0.0083000,0.83
Tamworth - Gunnedah,Dec-22,0.0107000,1.07
Tamworth - Gunnedah,Jan-23,0.0037000,0.37
