Origin SA3,Month of Purchase Month (copy),Pct,Percent_Change
Great Lakes,Apr-23,0.0145000,1.45
Great Lakes,May-23,0.0495000,4.95
Griffith - Murrumbidgee (West),Jan-22,0.0048000,0.48
Griffith - Murrumbidgee (West),Feb-22,0.0059000,0.59
Griffith - Murrumbidgee (West),Mar-22,0.0146000,1.46
Griffith - Murrumbidgee (West),Apr-22,0.0173000,1.73
Griffith - Murrumbidgee (West),May-22,0.0710000,7.1
Griffith - Murrumbidgee (West),Jun-22,0.1542000,15.42
Griffith - Murrumbidgee (West),Jul-22,0.2254000,22.54
Griffith - Murrumbidgee (West),Aug-22,0.1551000,15.51
Griffith - Murrumbidgee (West),Sep-22,0.0737000,7.37
Griffith - Murrumbidgee (West),Oct-22,0.0605000,6.05
Griffith - Murrumbidgee (West),Nov-22,0.0393000,3.93
Griffith - Murrumbidgee (West),Dec-22,0.0105000,1.05
Griffith - Murrumbidgee (West),Jan-23,0.0311000,3.11
Griffith - Murrumbidgee (West),Feb-23,0.0099000,0.99
Griffith - Murrumbidgee (West),Mar-23,0.0286000,2.86
Griffith - Murrumbidgee (West),Apr-23,0.0390000,3.9
Griffith - Murrumbidgee (West),May-23,0.0590000,5.9
Gungahlin,Jan-22,0.0238000,2.38
Gungahlin,Apr-22,0.0215000,2.15
Gungahlin,May-22,0.0360000,3.6
Gungahlin,Jun-22,0.0776000,7.76
Gungahlin,Jul-22,0.0917000,9.17
Gungahlin,Aug-22,0.3075000,30.75
Gungahlin,Sep-22,0.2041000,20.41
Gungahlin,Oct-22,0.0597000,5.97
Gungahlin,Nov-22,0.0071000,0.71
Gungahlin,Dec-22,0.0144000,1.44
Gungahlin,Jan-23,0.0084000,0.84
Gungahlin,Mar-23,0.0050000,0.5
Gungahlin,Apr-23,0.0377000,3.77
Gungahlin,May-23,0.1055000,10.55
Gympie - Cooloola,Jan-22,0.0001000,0.01
Gympie - Cooloola,Feb-22,0.0019000,0.19
Gympie - Cooloola,Mar-22,0.0029000,0.29
Gympie - Cooloola,Apr-22,0.0116000,1.16
Gympie - Cooloola,May-22,0.1059000,10.59
Gympie - Cooloola,Jun-22,0.2570000,25.7
Gympie - Cooloola,Jul-22,0.0763000,7.63
Gympie - Cooloola,Aug-22,0.2635000,26.35
Gympie - Cooloola,Sep-22,0.0305000,3.05
Gympie - Cooloola,Oct-22,0.0912000,9.12
Gympie - Cooloola,Nov-22,0.0335000,3.35
Gympie - Cooloola,Dec-22,0.0053000,0.53
Gympie - Cooloola,Feb-23,0.0011000,0.11
Gympie - Cooloola,Mar-23,0.0003000,0.03
Gympie - Cooloola,Apr-23,0.0100000,1
Gympie - Cooloola,May-23,0.1090000,10.9
Hawkesbury,Jan-22,0.0013000,0.13
Hawkesbury,Feb-22,0.0014000,0.14
Hawkesbury,Mar-22,0.0012000,0.12
Hawkesbury,Apr-22,0.0262000,2.62
Hawkesbury,May-22,0.1373000,13.73
Hawkesbury,Jun-22,0.1487000,14.87
Hawkesbury,Jul-22,0.1321000,13.21
Hawkesbury,Aug-22,0.1813000,18.13
Hawkesbury,Sep-22,0.1008000,10.08
Hawkesbury,Oct-22,0.0448000,4.48
Hawkesbury,Nov-22,0.0572000,5.72
Hawkesbury,Dec-22,0.0132000,1.32
Hawkesbury,Jan-23,0.0074000,0.74
Hawkesbury,Feb-23,0.0017000,0.17
Hawkesbury,Mar-23,0.0103000,1.03
Hawkesbury,Apr-23,0.0431000,4.31
Hawkesbury,May-23,0.0918000,9.18
Heathcote - Castlemaine - Kyneton,Jan-22,0.0008000,0.08
Heathcote - Castlemaine - Kyneton,Apr-22,0.0126000,1.26
Heathcote - Castlemaine - Kyneton,May-22,0.0740000,7.4
Heathcote - Castlemaine - Kyneton,Jun-22,0.1984000,19.84
Heathcote - Castlemaine - Kyneton,Jul-22,0.2863000,28.63
Heathcote - Castlemaine - Kyneton,Aug-22,0.1683000,16.83
Heathcote - Castlemaine - Kyneton,Sep-22,0.0536000,5.36
Heathcote - Castlemaine - Kyneton,Oct-22,0.0881000,8.81
Heathcote - Castlemaine - Kyneton,Dec-22,0.0098000,0.98
Heathcote - Castlemaine - Kyneton,Mar-23,0.0046000,0.46
Heathcote - Castlemaine - Kyneton,Apr-23,0.0603000,6.03
Heathcote - Castlemaine - Kyneton,May-23,0.0433000,4.33
Hills District,Jan-22,0.0020000,0.2
Hills District,Feb-22,0.0004000,0.04
Hills District,Mar-22,0.0026000,0.26
Hills District,Apr-22,0.0194000,1.94
Hills District,May-22,0.1199000,11.99
Hills District,Jun-22,0.1785000,17.85
Hills District,Jul-22,0.1783000,17.83
Hills District,Aug-22,0.1725000,17.25
Hills District,Sep-22,0.0946000,9.46
Hills District,Oct-22,0.0378000,3.78
Hills District,Nov-22,0.0136000,1.36
Hills District,Dec-22,0.0084000,0.84
Hills District,Jan-23,0.0168000,1.68
Hills District,Feb-23,0.0019000,0.19
Hills District,Mar-23,0.0531000,5.31
Hills District,Apr-23,0.0320000,3.2
Hills District,May-23,0.0681000,6.81
Hobart - North East,Jan-22,0.0008000,0.08
Hobart - North East,Feb-22,0.0007000,0.07
Hobart - North East,Mar-22,0.0010000,0.1
Hobart - North East,Apr-22,0.0008000,0.08
Hobart - North East,May-22,0.0869000,8.69
Hobart - North East,Jun-22,0.2723000,27.23
Hobart - North East,Jul-22,0.2547000,25.47
Hobart - North East,Aug-22,0.1545000,15.45
Hobart - North East,Sep-22,0.0720000,7.2
Hobart - North East,Oct-22,0.0473000,4.73
Hobart - North East,Nov-22,0.0208000,2.08
Hobart - North East,Dec-22,0.0045000,0.45
Hobart - North East,Jan-23,0.0010000,0.1
Hobart - North East,Feb-23,0.0005000,0.05
Hobart - North East,Mar-23,0.0000000,0
Hobart - North East,Apr-23,0.0163000,1.63
Hobart - North East,May-23,0.0661000,6.61
Hobart - North West,Jan-22,0.0033000,0.33
Hobart - North West,Feb-22,0.0441000,4.41
Hobart - North West,Apr-22,0.0141000,1.41
Hobart - North West,May-22,0.0199000,1.99
Hobart - North West,Jun-22,0.1017000,10.17
Hobart - North West,Jul-22,0.2251000,22.51
Hobart - North West,Aug-22,0.0866000,8.66
Hobart - North West,Sep-22,0.0925000,9.25
Hobart - North West,Oct-22,0.1063000,10.63
Hobart - North West,Nov-22,0.0246000,2.46
Hobart - North West,Dec-22,0.0049000,0.49
Hobart - North West,Jan-23,0.0009000,0.09
Hobart - North West,Feb-23,0.0011000,0.11
Hobart - North West,Mar-23,0.0126000,1.26
Hobart - North West,Apr-23,0.0729000,7.29
Hobart - North West,May-23,0.1894000,18.94
Hobart - South and West,Mar-22,0.4184000,41.84
Hobart - South and West,Apr-22,0.0108000,1.08
Hobart - South and West,Jul-22,0.0288000,2.88
Hobart - South and West,Sep-22,0.5420000,54.2
Hobart Inner,Jan-22,0.0034000,0.34
Hobart Inner,Feb-22,0.0025000,0.25
Hobart Inner,Mar-22,0.0212000,2.12
Hobart Inner,Apr-22,0.0242000,2.42
Hobart Inner,May-22,0.0795000,7.95
Hobart Inner,Jun-22,0.1257000,12.57
Hobart Inner,Jul-22,0.2079000,20.79
Hobart Inner,Aug-22,0.2077000,20.77
Hobart Inner,Sep-22,0.1061000,10.61
Hobart Inner,Oct-22,0.0413000,4.13
Hobart Inner,Nov-22,0.0270000,2.7
Hobart Inner,Dec-22,0.0104000,1.04
Hobart Inner,Jan-23,0.0138000,1.38
Hobart Inner,Feb-23,0.0071000,0.71
Hobart Inner,Mar-23,0.0256000,2.56
Hobart Inner,Apr-23,0.0355000,3.55
Hobart Inner,May-23,0.0609000,6.09
Hobsons Bay,Feb-22,0.0029000,0.29
Hobsons Bay,Mar-22,0.0159000,1.59
Hobsons Bay,Apr-22,0.0320000,3.2
Hobsons Bay,May-22,0.0971000,9.71
Hobsons Bay,Jun-22,0.2001000,20.01
Hobsons Bay,Jul-22,0.2637000,26.37
Hobsons Bay,Aug-22,0.1732000,17.32
Hobsons Bay,Sep-22,0.0608000,6.08
Hobsons Bay,Oct-22,0.0270000,2.7
Hobsons Bay,Nov-22,0.0303000,3.03
Hobsons Bay,Dec-22,0.0004000,0.04
Hobsons Bay,Jan-23,0.0015000,0.15
Hobsons Bay,Feb-23,0.0017000,0.17
Hobsons Bay,Mar-23,0.0042000,0.42
Hobsons Bay,Apr-23,0.0288000,2.88
Hobsons Bay,May-23,0.0604000,6.04
Holland Park - Yeronga,May-22,0.0110000,1.1
Holland Park - Yeronga,Jul-22,0.0014000,0.14
Holland Park - Yeronga,Aug-22,0.2832000,28.32
Holland Park - Yeronga,Sep-22,0.0047000,0.47
Holland Park - Yeronga,Oct-22,0.0047000,0.47
Holland Park - Yeronga,Nov-22,0.0130000,1.3
Holland Park - Yeronga,Jan-23,0.0111000,1.11
Holland Park - Yeronga,Mar-23,0.0725000,7.25
Holland Park - Yeronga,Apr-23,0.0369000,3.69
Holland Park - Yeronga,May-23,0.5616000,56.16
Hornsby,Jan-22,0.0034000,0.34
Hornsby,Feb-22,0.0009000,0.09
Hornsby,Mar-22,0.0163000,1.63
Hornsby,Apr-22,0.0324000,3.24
Hornsby,May-22,0.0386000,3.86
Hornsby,Jun-22,0.0999000,9.99
Hornsby,Jul-22,0.5493000,54.93
Hornsby,Aug-22,0.1248000,12.48
Hornsby,Sep-22,0.0316000,3.16
Hornsby,Oct-22,0.0236000,2.36
Hornsby,Nov-22,0.0101000,1.01
Hornsby,Dec-22,0.0111000,1.11
Hornsby,Jan-23,0.0061000,0.61
Hornsby,Feb-23,0.0008000,0.08
Hornsby,Mar-23,0.0012000,0.12
Hornsby,Apr-23,0.0108000,1.08
Hornsby,May-23,0.0392000,3.92
Huon - Bruny Island,Jan-22,0.0022000,0.22
Huon - Bruny Island,Mar-22,0.0009000,0.09
Huon - Bruny Island,Apr-22,0.0024000,0.24
Huon - Bruny Island,May-22,0.0067000,0.67
Huon - Bruny Island,Jun-22,0.1044000,10.44
Huon - Bruny Island,Jul-22,0.1536000,15.36
Huon - Bruny Island,Aug-22,0.2139000,21.39
Huon - Bruny Island,Sep-22,0.1366000,13.66
Huon - Bruny Island,Oct-22,0.0846000,8.46
Huon - Bruny Island,Nov-22,0.0159000,1.59
Huon - Bruny Island,Dec-22,0.0527000,5.27
Huon - Bruny Island,Jan-23,0.1195000,11.95
Huon - Bruny Island,Feb-23,0.0029000,0.29
Huon - Bruny Island,Mar-23,0.0141000,1.41
Huon - Bruny Island,Apr-23,0.0188000,1.88
Huon - Bruny Island,May-23,0.0707000,7.07
Hurstville,Jan-22,0.0003000,0.03
Hurstville,Mar-22,0.0023000,0.23
Hurstville,Apr-22,0.0476000,4.76
Hurstville,May-22,0.0640000,6.4
Hurstville,Jun-22,0.1195000,11.95
Hurstville,Jul-22,0.1415000,14.15
Hurstville,Aug-22,0.1705000,17.05
Hurstville,Sep-22,0.2542000,25.42
Hurstville,Oct-22,0.0727000,7.27
Hurstville,Nov-22,0.0016000,0.16
Hurstville,Dec-22,0.0099000,0.99
Hurstville,Jan-23,0.0020000,0.2
Hurstville,Mar-23,0.0026000,0.26
Hurstville,Apr-23,0.0141000,1.41
Hurstville,May-23,0.0974000,9.74
Innisfail - Cassowary Coast,Jan-22,0.0146000,1.46
Innisfail - Cassowary Coast,Feb-22,0.0209000,2.09
Innisfail - Cassowary Coast,Mar-22,0.0143000,1.43
Innisfail - Cassowary Coast,Apr-22,0.0095000,0.95
Innisfail - Cassowary Coast,May-22,0.0560000,5.6
Innisfail - Cassowary Coast,Jun-22,0.0411000,4.11
Innisfail - Cassowary Coast,Jul-22,0.1450000,14.5
Innisfail - Cassowary Coast,Aug-22,0.2525000,25.25
Innisfail - Cassowary Coast,Sep-22,0.1001000,10.01
Innisfail - Cassowary Coast,Oct-22,0.0278000,2.78
Innisfail - Cassowary Coast,Nov-22,0.0801000,8.01
Innisfail - Cassowary Coast,Dec-22,0.0256000,2.56
Innisfail - Cassowary Coast,Jan-23,0.0216000,2.16
Innisfail - Cassowary Coast,Feb-23,0.0003000,0.03
Innisfail - Cassowary Coast,Mar-23,0.0243000,2.43
Innisfail - Cassowary Coast,Apr-23,0.0600000,6
Innisfail - Cassowary Coast,May-23,0.1064000,10.64
Inverell - Tenterfield,Jan-22,0.0133000,1.33
Inverell - Tenterfield,Feb-22,0.0053000,0.53
Inverell - Tenterfield,Mar-22,0.0168000,1.68
Inverell - Tenterfield,Apr-22,0.0214000,2.14
Inverell - Tenterfield,May-22,0.0912000,9.12
Inverell - Tenterfield,Jun-22,0.1204000,12.04
Inverell - Tenterfield,Jul-22,0.2936000,29.36
Inverell - Tenterfield,Aug-22,0.2441000,24.41
Inverell - Tenterfield,Sep-22,0.0687000,6.87
Inverell - Tenterfield,Oct-22,0.0086000,0.86
Inverell - Tenterfield,Nov-22,0.0154000,1.54
Inverell - Tenterfield,Dec-22,0.0011000,0.11
Inverell - Tenterfield,Feb-23,0.0048000,0.48
Inverell - Tenterfield,Mar-23,0.0133000,1.33
Inverell - Tenterfield,Apr-23,0.0306000,3.06
Inverell - Tenterfield,May-23,0.0515000,5.15
Ipswich Hinterland,Jan-22,0.0049000,0.49
Ipswich Hinterland,Feb-22,0.0032000,0.32
Ipswich Hinterland,Mar-22,0.0200000,2
Ipswich Hinterland,Apr-22,0.0439000,4.39
Ipswich Hinterland,May-22,0.0396000,3.96
Ipswich Hinterland,Jun-22,0.1197000,11.97
Ipswich Hinterland,Jul-22,0.1763000,17.63
Ipswich Hinterland,Aug-22,0.1448000,14.48
Ipswich Hinterland,Sep-22,0.1334000,13.34
Ipswich Hinterland,Oct-22,0.0894000,8.94
Ipswich Hinterland,Nov-22,0.0750000,7.5
Ipswich Hinterland,Dec-22,0.0139000,1.39
Ipswich Hinterland,Jan-23,0.0509000,5.09
Ipswich Hinterland,Feb-23,0.0043000,0.43
Ipswich Hinterland,Mar-23,0.0013000,0.13
Ipswich Hinterland,Apr-23,0.0436000,4.36
Ipswich Hinterland,May-23,0.0357000,3.57
Ipswich Inner,Jan-22,0.0193000,1.93
Ipswich Inner,Feb-22,0.0083000,0.83
Ipswich Inner,Mar-22,0.0175000,1.75
Ipswich Inner,Apr-22,0.0381000,3.81
Ipswich Inner,May-22,0.0836000,8.36
Ipswich Inner,Jun-22,0.1478000,14.78
Ipswich Inner,Jul-22,0.1978000,19.78
Ipswich Inner,Aug-22,0.1539000,15.39
Ipswich Inner,Sep-22,0.0671000,6.71
Ipswich Inner,Oct-22,0.0459000,4.59
Ipswich Inner,Nov-22,0.0050000,0.5
Ipswich Inner,Dec-22,0.0077000,0.77
Ipswich Inner,Jan-23,0.0367000,3.67
Ipswich Inner,Feb-23,0.0078000,0.78
Ipswich Inner,Mar-23,0.0242000,2.42
Ipswich Inner,Apr-23,0.0159000,1.59
Ipswich Inner,May-23,0.1237000,12.37
Jervis Bay,Jan-22,0.0207000,2.07
Jervis Bay,Feb-22,0.0250000,2.5
Jervis Bay,Mar-22,0.0307000,3.07
Jervis Bay,Apr-22,0.0571000,5.71
Jervis Bay,May-22,0.1250000,12.5
Jervis Bay,Jun-22,0.1576000,15.76
Jervis Bay,Jul-22,0.2157000,21.57
Jervis Bay,Aug-22,0.1066000,10.66
Jervis Bay,Sep-22,0.1006000,10.06
Jervis Bay,Oct-22,0.0553000,5.53
Jervis Bay,Nov-22,0.0373000,3.73
Jervis Bay,Dec-22,0.0132000,1.32
Jervis Bay,Jan-23,0.0082000,0.82
Jervis Bay,Feb-23,0.0003000,0.03
Jervis Bay,Mar-23,0.0031000,0.31
Jervis Bay,Apr-23,0.0279000,2.79
Jervis Bay,May-23,0.0157000,1.57
Jimboomba,Jan-22,0.0045000,0.45
Jimboomba,Feb-22,0.0021000,0.21
Jimboomba,Mar-22,0.0006000,0.06
Jimboomba,Apr-22,0.0198000,1.98
Jimboomba,May-22,0.1334000,13.34
Jimboomba,Jun-22,0.0709000,7.09
Jimboomba,Jul-22,0.2019000,20.19
Jimboomba,Aug-22,0.1530000,15.3
Jimboomba,Sep-22,0.1455000,14.55
Jimboomba,Oct-22,0.0494000,4.94
Jimboomba,Nov-22,0.0142000,1.42
Jimboomba,Dec-22,0.0024000,0.24
Jimboomba,Jan-23,0.0032000,0.32
Jimboomba,Mar-23,0.0252000,2.52
Jimboomba,Apr-23,0.0414000,4.14
Jimboomba,May-23,0.1325000,13.25
Joondalup,Jan-22,0.0341000,3.41
Joondalup,Feb-22,0.0191000,1.91
Joondalup,Mar-22,0.0348000,3.48
Joondalup,Apr-22,0.0642000,6.42
Joondalup,May-22,0.0904000,9.04
Joondalup,Jun-22,0.1164000,11.64
Joondalup,Jul-22,0.1936000,19.36
Joondalup,Aug-22,0.1405000,14.05
Joondalup,Sep-22,0.0715000,7.15
Joondalup,Oct-22,0.0556000,5.56
Joondalup,Nov-22,0.0234000,2.34
Joondalup,Dec-22,0.0220000,2.2
Joondalup,Jan-23,0.0220000,2.2
Joondalup,Feb-23,0.0064000,0.64
Joondalup,Mar-23,0.0190000,1.9
Joondalup,Apr-23,0.0312000,3.12
Joondalup,May-23,0.0556000,5.56
Kalamunda,Jan-22,0.0462000,4.62
Kalamunda,Feb-22,0.0278000,2.78
Kalamunda,Mar-22,0.0390000,3.9
Kalamunda,Apr-22,0.0702000,7.02
Kalamunda,May-22,0.0780000,7.8
Kalamunda,Jun-22,0.1207000,12.07
Kalamunda,Jul-22,0.1496000,14.96
Kalamunda,Aug-22,0.1230000,12.3
Kalamunda,Sep-22,0.0718000,7.18
Kalamunda,Oct-22,0.0534000,5.34
Kalamunda,Nov-22,0.0344000,3.44
Kalamunda,Dec-22,0.0304000,3.04
Kalamunda,Jan-23,0.0319000,3.19
Kalamunda,Feb-23,0.0108000,1.08
Kalamunda,Mar-23,0.0223000,2.23
Kalamunda,Apr-23,0.0344000,3.44
Kalamunda,May-23,0.0562000,5.62
Katherine,Jan-22,0.0077000,0.77
Katherine,Feb-22,0.0110000,1.1
Katherine,Mar-22,0.0308000,3.08
Katherine,Apr-22,0.0521000,5.21
Katherine,May-22,0.0582000,5.82
Katherine,Jun-22,0.0941000,9.41
Katherine,Jul-22,0.1383000,13.83
Katherine,Aug-22,0.1160000,11.6
Katherine,Sep-22,0.1014000,10.14
Katherine,Oct-22,0.0847000,8.47
Katherine,Nov-22,0.0685000,6.85
Katherine,Dec-22,0.0445000,4.45
Katherine,Jan-23,0.0462000,4.62
Katherine,Feb-23,0.0142000,1.42
Katherine,Mar-23,0.0214000,2.14
Katherine,Apr-23,0.0480000,4.8
Katherine,May-23,0.0630000,6.3
Keilor,Jan-22,0.0009000,0.09
Keilor,Apr-22,0.0235000,2.35
Keilor,May-22,0.1183000,11.83
Keilor,Jun-22,0.1625000,16.25
Keilor,Jul-22,0.2129000,21.29
Keilor,Aug-22,0.0985000,9.85
Keilor,Sep-22,0.0726000,7.26
Keilor,Oct-22,0.0303000,3.03
Keilor,Nov-22,0.0156000,1.56
Keilor,Dec-22,0.0079000,0.79
Keilor,Jan-23,0.1244000,12.44
Keilor,Feb-23,0.0092000,0.92
Keilor,Mar-23,0.0312000,3.12
Keilor,Apr-23,0.0371000,3.71
Keilor,May-23,0.0551000,5.51
Kempsey - Nambucca,Mar-22,0.0033000,0.33
Kempsey - Nambucca,Apr-22,0.0116000,1.16
Kempsey - Nambucca,May-22,0.0938000,9.38
Kempsey - Nambucca,Jun-22,0.2571000,25.71
Kempsey - Nambucca,Jul-22,0.3027000,30.27
Kempsey - Nambucca,Aug-22,0.0757000,7.57
Kempsey - Nambucca,Sep-22,0.0867000,8.67
Kempsey - Nambucca,Oct-22,0.0265000,2.65
Kempsey - Nambucca,Nov-22,0.0356000,3.56
Kempsey - Nambucca,Dec-22,0.0278000,2.78
Kempsey - Nambucca,Jan-23,0.0189000,1.89
Kempsey - Nambucca,Mar-23,0.0164000,1.64
Kempsey - Nambucca,Apr-23,0.0081000,0.81
Kempsey - Nambucca,May-23,0.0356000,3.56
Kiama - Shellharbour,Feb-22,0.0003000,0.03
Kiama - Shellharbour,Mar-22,0.0007000,0.07
Kiama - Shellharbour,Apr-22,0.0138000,1.38
Kiama - Shellharbour,May-22,0.0776000,7.76
Kiama - Shellharbour,Jun-22,0.1528000,15.28
Kiama - Shellharbour,Jul-22,0.2549000,25.49
Kiama - Shellharbour,Aug-22,0.1779000,17.79
Kiama - Shellharbour,Sep-22,0.1120000,11.2
Kiama - Shellharbour,Oct-22,0.0588000,5.88
Kiama - Shellharbour,Nov-22,0.0139000,1.39
Kiama - Shellharbour,Dec-22,0.0353000,3.53
Kiama - Shellharbour,Jan-23,0.0047000,0.47
Kiama - Shellharbour,Feb-23,0.0006000,0.06
Kiama - Shellharbour,Mar-23,0.0294000,2.94
Kiama - Shellharbour,Apr-23,0.0159000,1.59
Kiama - Shellharbour,May-23,0.0514000,5.14
Kimberley,Jan-22,0.0453000,4.53
Kimberley,Feb-22,0.0384000,3.84
Kimberley,Mar-22,0.0468000,4.68
Kimberley,Apr-22,0.0576000,5.76
Kimberley,May-22,0.0736000,7.36
Kimberley,Jun-22,0.0765000,7.65
Kimberley,Jul-22,0.0916000,9.16
Kimberley,Aug-22,0.0872000,8.72
Kimberley,Sep-22,0.0706000,7.06
Kimberley,Oct-22,0.0617000,6.17
Kimberley,Nov-22,0.0554000,5.54
Kimberley,Dec-22,0.0617000,6.17
Kimberley,Jan-23,0.0406000,4.06
Kimberley,Feb-23,0.0271000,2.71
Kimberley,Mar-23,0.0490000,4.9
Kimberley,Apr-23,0.0473000,4.73
Kimberley,May-23,0.0697000,6.97
Kingston,Jan-22,0.0003000,0.03
Kingston,Feb-22,0.0003000,0.03
Kingston,Mar-22,0.0055000,0.55
Kingston,Apr-22,0.0378000,3.78
Kingston,May-22,0.0871000,8.71
Kingston,Jun-22,0.1630000,16.3
Kingston,Jul-22,0.1969000,19.69
Kingston,Aug-22,0.2094000,20.94
Kingston,Sep-22,0.0996000,9.96
Kingston,Oct-22,0.0268000,2.68
Kingston,Nov-22,0.0131000,1.31
Kingston,Dec-22,0.0176000,1.76
Kingston,Jan-23,0.0145000,1.45
Kingston,Feb-23,0.0032000,0.32
Kingston,Mar-23,0.0068000,0.68
Kingston,Apr-23,0.0457000,4.57
Kingston,May-23,0.0723000,7.23
Knox,Jan-22,0.0002000,0.02
Knox,Feb-22,0.0062000,0.62
Knox,Mar-22,0.0002000,0.02
Knox,Apr-22,0.0088000,0.88
Knox,May-22,0.0952000,9.52
Knox,Jun-22,0.1910000,19.1
Knox,Jul-22,0.3820000,38.2
Knox,Aug-22,0.1560000,15.6
Knox,Sep-22,0.0342000,3.42
Knox,Oct-22,0.0234000,2.34
Knox,Nov-22,0.0115000,1.15
Knox,Dec-22,0.0162000,1.62
Knox,Jan-23,0.0129000,1.29
Knox,Mar-23,0.0069000,0.69
Knox,Apr-23,0.0036000,0.36
Knox,May-23,0.0517000,5.17
Kogarah - Rockdale,Jan-22,0.0109000,1.09
Kogarah - Rockdale,Mar-22,0.0017000,0.17
Kogarah - Rockdale,Apr-22,0.0539000,5.39
Kogarah - Rockdale,May-22,0.0635000,6.35
Kogarah - Rockdale,Jun-22,0.1231000,12.31
Kogarah - Rockdale,Jul-22,0.0965000,9.65
Kogarah - Rockdale,Aug-22,0.2934000,29.34
Kogarah - Rockdale,Sep-22,0.1678000,16.78
Kogarah - Rockdale,Oct-22,0.0748000,7.48
Kogarah - Rockdale,Nov-22,0.0269000,2.69
Kogarah - Rockdale,Dec-22,0.0022000,0.22
Kogarah - Rockdale,Jan-23,0.0008000,0.08
Kogarah - Rockdale,Feb-23,0.0012000,0.12
Kogarah - Rockdale,Mar-23,0.0264000,2.64
Kogarah - Rockdale,Apr-23,0.0123000,1.23
Kogarah - Rockdale,May-23,0.0445000,4.45
Ku-ring-gai,Jan-22,0.0002000,0.02
Ku-ring-gai,Apr-22,0.0341000,3.41
Ku-ring-gai,May-22,0.0424000,4.24
Ku-ring-gai,Jun-22,0.1122000,11.22
Ku-ring-gai,Jul-22,0.2415000,24.15
Ku-ring-gai,Aug-22,0.3149000,31.49
Ku-ring-gai,Sep-22,0.1165000,11.65
Ku-ring-gai,Oct-22,0.0135000,1.35
Ku-ring-gai,Nov-22,0.0026000,0.26
Ku-ring-gai,Dec-22,0.0260000,2.6
Ku-ring-gai,Jan-23,0.0416000,4.16
Ku-ring-gai,Mar-23,0.0113000,1.13
Ku-ring-gai,Apr-23,0.0150000,1.5
Ku-ring-gai,May-23,0.0282000,2.82
Kwinana,Jan-22,0.0186000,1.86
Kwinana,Feb-22,0.0170000,1.7
Kwinana,Mar-22,0.0465000,4.65
Kwinana,Apr-22,0.0749000,7.49
Kwinana,May-22,0.0822000,8.22
Kwinana,Jun-22,0.0694000,6.94
Kwinana,Jul-22,0.1226000,12.26
Kwinana,Aug-22,0.0543000,5.43
Kwinana,Sep-22,0.0557000,5.57
Kwinana,Oct-22,0.0461000,4.61
Kwinana,Nov-22,0.0436000,4.36
Kwinana,Dec-22,0.0253000,2.53
Kwinana,Jan-23,0.1517000,15.17
Kwinana,Feb-23,0.0105000,1.05
Kwinana,Mar-23,0.0520000,5.2
Kwinana,Apr-23,0.0700000,7
Kwinana,May-23,0.0597000,5.97
Lachlan Valley,Mar-22,0.0073000,0.73
Lachlan Valley,Apr-22,0.0763000,7.63
Lachlan Valley,May-22,0.0881000,8.81
Lachlan Valley,Jun-22,0.1003000,10.03
Lachlan Valley,Jul-22,0.2810000,28.1
Lachlan Valley,Aug-22,0.2258000,22.58
Lachlan Valley,Sep-22,0.0954000,9.54
Lachlan Valley,Oct-22,0.0007000,0.07
Lachlan Valley,Nov-22,0.0037000,0.37
Lachlan Valley,Dec-22,0.0009000,0.09
Lachlan Valley,Feb-23,0.0220000,2.2
Lachlan Valley,Mar-23,0.0119000,1.19
Lachlan Valley,Apr-23,0.0298000,2.98
Lachlan Valley,May-23,0.0568000,5.68
Lake Macquarie - East,Jan-22,0.0005000,0.05
Lake Macquarie - East,Feb-22,0.0007000,0.07
Lake Macquarie - East,Mar-22,0.0149000,1.49
Lake Macquarie - East,Apr-22,0.0216000,2.16
Lake Macquarie - East,May-22,0.1123000,11.23
Lake Macquarie - East,Jun-22,0.1930000,19.3
Lake Macquarie - East,Jul-22,0.2244000,22.44
Lake Macquarie - East,Aug-22,0.1725000,17.25
Lake Macquarie - East,Sep-22,0.0607000,6.07
Lake Macquarie - East,Oct-22,0.0275000,2.75
Lake Macquarie - East,Nov-22,0.0276000,2.76
Lake Macquarie - East,Dec-22,0.0079000,0.79
Lake Macquarie - East,Jan-23,0.0157000,1.57
Lake Macquarie - East,Mar-23,0.0166000,1.66
Lake Macquarie - East,Apr-23,0.0130000,1.3
Lake Macquarie - East,May-23,0.0910000,9.1
Lake Macquarie - West,Jan-22,0.0001000,0.01
Lake Macquarie - West,Feb-22,0.0004000,0.04
Lake Macquarie - West,Mar-22,0.0073000,0.73
Lake Macquarie - West,Apr-22,0.0131000,1.31
Lake Macquarie - West,May-22,0.0651000,6.51
Lake Macquarie - West,Jun-22,0.1962000,19.62
Lake Macquarie - West,Jul-22,0.1751000,17.51
Lake Macquarie - West,Aug-22,0.1643000,16.43
Lake Macquarie - West,Sep-22,0.1159000,11.59
Lake Macquarie - West,Oct-22,0.0696000,6.96
Lake Macquarie - West,Nov-22,0.0117000,1.17
Lake Macquarie - West,Dec-22,0.0050000,0.5
Lake Macquarie - West,Jan-23,0.0110000,1.1
Lake Macquarie - West,Mar-23,0.0131000,1.31
Lake Macquarie - West,Apr-23,0.0372000,3.72
Lake Macquarie - West,May-23,0.1148000,11.48
Latrobe Valley,Mar-22,0.0070000,0.7
Latrobe Valley,Apr-22,0.0269000,2.69
Latrobe Valley,May-22,0.1723000,17.23
Latrobe Valley,Jun-22,0.1892000,18.92
